ticker,corp_name,유동비율,유동비율_순위,유동비율_하위(%),부채비율,부채비율_순위,부채비율_하위(%)
348370,엔켐,70.112,2235.0,89.47,141.409,575.0,22.48
069410,엔텔스,443.103,437.0,17.46,22.734,2048.0,80.18
227950,엔투텍,572.391,310.0,12.37,8.127,2436.0,95.38
291230,엔피,262.737,774.0,30.96,59.722,1366.0,53.47
198080,엔피디,157.307,1329.0,53.18,91.595,952.0,37.25
004250,엔피씨,130.19,1577.0,63.12,31.798,1849.0,72.39
048830,엔피케이,196.487,1048.0,41.93,50.77,1502.0,58.79
096870,엘디티,661.326,268.0,10.69,14.944,2250.0,88.09
900140,엘브이엠씨,141.124,1469.0,58.79,56.865,1412.0,55.27
290650,엘앤씨바이오,84.151,2092.0,83.74,61.371,1351.0,52.88
066970,엘앤에프,70.212,2234.0,89.43,287.066,179.0,6.97
156100,엘앤케이바이오,162.68,1273.0,50.94,130.514,650.0,25.42
010120,엘에스일렉트릭,165.31,1248.0,49.94,137.3,604.0,23.62
073110,엘엠에스,88.427,2033.0,81.38,102.69,855.0,33.45
083310,엘오티베큠,269.983,748.0,29.92,32.075,1844.0,72.19
037950,엘컴텍,377.693,533.0,21.31,14.753,2260.0,88.48
489500,엘케이켐,613.442,288.0,11.49,19.735,2137.0,83.67
170920,엘티씨,138.843,1482.0,59.31,73.929,1194.0,46.73
058630,엠게임,407.684,480.0,19.18,19.815,2131.0,83.43
226590,엠디바이스,428.17,458.0,18.3,33.984,1803.0,70.58
058970,엠로,400.843,490.0,19.58,15.087,2246.0,87.94
169330,엠브레인,222.928,926.0,37.04,62.443,1339.0,52.41
097520,엠씨넥스,159.171,1310.0,52.42,54.236,1453.0,56.87
373170,엠아이큐브솔루션,411.317,473.0,18.9,37.832,1736.0,67.96
179290,엠아이텍,994.859,147.0,5.85,8.909,2420.0,94.75
484870,엠앤씨솔루션,128.032,1599.0,64.0,115.927,744.0,29.1
009780,엠에스씨,160.935,1294.0,51.78,53.026,1470.0,57.54
123040,엠에스오토텍,111.697,1777.0,71.13,156.292,489.0,19.11
432980,엠에프씨,276.952,731.0,29.24,28.5,1910.0,74.77
413390,엠오티,202.638,1009.0,40.37,91.004,956.0,37.41
032790,엠젠솔루션,168.24,1220.0,48.82,61.883,1344.0,52.6
033160,엠케이전자,74.31,2195.0,87.87,153.176,514.0,20.09
347890,엠투아이,1539.937,64.0,2.52,6.882,2457.0,96.2
033310,엠투엔,105.741,1838.0,73.57,25.125,1988.0,77.83
259630,엠플러스,137.205,1497.0,59.91,246.144,239.0,9.32
105550,엣지파운드리,142.967,1452.0,58.11,71.166,1226.0,47.98
060850,영림원소프트랩,335.477,599.0,23.95,42.761,1638.0,64.12
014440,영보화학,519.663,343.0,13.7,10.786,2361.0,92.44
143540,영우디에스피,93.926,1974.0,79.01,176.558,403.0,15.75
111770,영원무역,471.222,392.0,15.66,38.352,1723.0,67.45
009970,영원무역홀딩스,527.537,331.0,13.22,31.874,1846.0,72.27
003520,영진약품,108.012,1819.0,72.81,160.857,466.0,18.21
000670,영풍,167.692,1226.0,49.06,43.068,1629.0,63.77
006740,영풍제지,64.539,2283.0,91.39,69.688,1244.0,48.69
012280,영화금속,111.133,1781.0,71.29,197.085,337.0,13.16
265560,영화테크,207.639,986.0,39.45,43.99,1611.0,63.06
012160,영흥,101.836,1894.0,75.81,136.766,608.0,23.78
036000,예림당,349.444,575.0,22.99,10.618,2367.0,92.68
250930,예선테크,70.844,2229.0,89.23,227.322,270.0,10.54
053280,예스24,52.727,2362.0,94.55,140.243,581.0,22.72
122640,예스티,133.731,1531.0,61.27,62.469,1337.0,52.33
900300,오가닉티코스메틱,426.792,459.0,18.34,24.648,2002.0,78.38
045060,오공,349.307,576.0,23.03,22.214,2062.0,80.73
192410,오늘이엔엠,77.074,2173.0,86.98,106.967,820.0,32.08
080520,오디텍,722.327,235.0,9.37,8.979,2416.0,94.59
007310,오뚜기,143.738,1444.0,57.79,64.903,1298.0,50.8
039830,오로라,53.046,2359.0,94.43,269.263,203.0,7.91
322310,오로스테크놀로지,256.997,797.0,31.88,38.472,1721.0,67.37
046120,오르비텍,116.437,1733.0,69.36,89.422,980.0,38.35
475830,오름테라퓨틱,384.484,520.0,20.78,26.339,1957.0,76.62
014940,오리엔탈정공,87.118,2051.0,82.1,95.844,915.0,35.8
002630,오리엔트바이오,1402.132,77.0,3.04,13.975,2282.0,89.35
065500,오리엔트정공,99.66,1910.0,76.45,161.43,461.0,18.02
271560,오리온,306.424,662.0,26.47,20.548,2116.0,82.84
001800,오리온홀딩스,245.423,843.0,33.72,21.613,2083.0,81.55
010470,오리콤,172.126,1185.0,47.42,80.063,1109.0,43.4
417860,오브젠,214.28,957.0,38.29,194.975,344.0,13.44
352910,오비고,1459.977,70.0,2.76,13.177,2302.0,90.13
053980,오상자이엘,239.294,867.0,34.68,30.928,1862.0,72.89
036220,오상헬스케어,748.973,222.0,8.85,3.14,2529.0,99.02
052420,오성첨단소재,614.681,286.0,11.41,22.322,2059.0,80.61
052300,오션인더블유,913.153,163.0,6.49,29.214,1894.0,74.15
039200,오스코텍,406.043,482.0,19.26,29.026,1901.0,74.42
226400,오스테오닉,308.093,658.0,26.31,51.574,1483.0,58.05
031510,오스템,178.364,1149.0,45.98,84.401,1038.0,40.62
368970,오에스피,130.357,1576.0,63.08,47.702,1557.0,60.95
138080,오이솔루션,127.41,1612.0,64.52,84.397,1039.0,40.66
080580,오킨스전자,72.834,2206.0,88.31,215.737,295.0,11.52
067170,오텍,93.665,1977.0,79.13,323.408,147.0,5.72
353590,오토앤,145.313,1430.0,57.23,139.889,585.0,22.88
173130,오파스넷,165.545,1246.0,49.86,152.516,519.0,20.29
440320,오픈놀,163.9,1266.0,50.66,82.506,1074.0,42.03
049480,오픈베이스,166.539,1239.0,49.58,88.627,989.0,38.7
394280,오픈엣지테크놀로지,343.6,583.0,23.31,42.757,1639.0,64.16
309930,오하임앤컴퍼니,175.474,1165.0,46.62,79.147,1125.0,44.03
476060,온코닉테라퓨틱스,1094.008,125.0,4.97,8.737,2425.0,94.95
382150,온코크로스,1141.532,115.0,4.57,10.222,2378.0,93.11
005320,온타이드,202.025,1015.0,40.61,50.65,1504.0,58.87
244460,올리패스,29.899,2455.0,98.28,121.631,701.0,27.42
226950,올릭스,51.676,2367.0,94.75,285.701,182.0,7.09
057540,옴니시스템,302.587,675.0,26.99,20.477,2120.0,83.0
131030,옵투스제약,369.009,549.0,21.95,15.841,2229.0,87.27
082210,옵트론텍,64.443,2284.0,91.43,179.986,389.0,15.2
109080,옵티시스,981.502,148.0,5.89,8.108,2437.0,95.42
380540,옵티코어,156.384,1336.0,53.46,107.557,815.0,31.88
153710,옵티팜,146.657,1424.0,56.99,58.471,1378.0,53.94
432430,와이랩,399.638,492.0,19.66,37.222,1746.0,68.35
338840,와이바이오로직스,510.31,347.0,13.86,18.367,2172.0,85.04
122990,와이솔,359.634,563.0,22.51,14.485,2271.0,88.92
232140,와이씨,257.695,793.0,31.72,37.934,1734.0,67.88
112290,와이씨켐,86.118,2062.0,82.54,161.302,464.0,18.14
065530,와이어블,91.125,2003.0,80.18,83.107,1058.0,41.4
067900,와이엔텍,122.362,1668.0,66.76,45.23,1586.0,62.08
007530,와이엠,89.548,2023.0,80.98,178.874,394.0,15.39
155650,와이엠씨,157.705,1326.0,53.06,38.819,1712.0,67.02
273640,와이엠텍,936.134,158.0,6.29,6.482,2469.0,96.67
251370,와이엠티,145.106,1432.0,57.31,78.329,1135.0,44.42
066430,와이오엠,236.464,880.0,35.2,20.838,2109.0,82.57
209640,와이제이링크,316.985,643.0,25.71,48.023,1551.0,60.71
096250,와이즈넛,825.304,191.0,7.61,12.871,2312.0,90.52
273060,와이즈버즈,83.622,2102.0,84.14,281.382,186.0,7.25
019210,와이지-원,105.573,1843.0,73.77,166.655,444.0,17.35
122870,와이지엔터테인먼트,274.189,734.0,29.36,21.728,2081.0,81.47
011690,와이투솔루션,724.286,231.0,9.21,14.973,2248.0,88.01
079000,와토스코리아,2293.714,29.0,1.12,6.174,2476.0,96.94
403490,우듬지팜,114.152,1749.0,70.0,73.73,1195.0,46.77
316140,우리금융지주,,,,1364.687,11.0,0.39
032820,우리기술,113.272,1757.0,70.32,136.835,607.0,23.74
041190,우리기술투자,,,,20.653,2113.0,82.73
115440,우리넷,246.266,834.0,33.36,48.08,1550.0,60.67
046970,우리로,267.842,756.0,30.24,50.799,1501.0,58.75
082850,우리바이오,144.306,1439.0,57.59,126.526,664.0,25.97
215360,우리산업,130.663,1575.0,63.04,189.914,363.0,14.18
072470,우리산업홀딩스,104.52,1858.0,74.37,146.753,543.0,21.23
073560,우리손에프앤지,130.117,1578.0,63.16,72.842,1210.0,47.36
037400,우리엔터프라이즈,144.059,1440.0,57.63,107.559,814.0,31.84
153490,우리이앤엘,270.526,746.0,29.84,34.171,1800.0,70.47
101170,우림피티에스,371.332,547.0,21.87,14.853,2254.0,88.25
006980,우성,131.332,1566.0,62.68,115.104,756.0,29.57
066590,우수AMS,77.779,2165.0,86.66,217.069,291.0,11.36
017370,우신시스템,96.271,1940.0,77.65,238.232,260.0,10.14
103840,우양,75.664,2190.0,87.67,244.386,245.0,9.56
101970,우양에이치씨,177.803,1152.0,46.1,50.683,1503.0,58.83
046940,우원개발,116.529,1732.0,69.32,120.147,719.0,28.12
215380,우정바이오,63.57,2292.0,91.75,222.402,278.0,10.85
065680,우주일렉트로,315.658,647.0,25.87,33.023,1829.0,71.6
105840,우진,465.888,405.0,16.18,19.02,2157.0,84.45
018620,우진비앤지,128.06,1598.0,63.96,62.601,1332.0,52.13
010400,우진아이엔에스,280.036,722.0,28.87,25.839,1970.0,77.12
457550,우진엔텍,941.021,156.0,6.21,9.12,2413.0,94.48
049800,우진플라임,85.998,2064.0,82.62,208.097,306.0,11.95
016880,웅진,59.551,2322.0,92.95,414.01,116.0,4.5
095720,웅진씽크빅,105.947,1837.0,73.53,124.408,678.0,26.52
396470,워트,3176.961,9.0,0.32,3.038,2535.0,99.26
005820,원림,392.656,508.0,20.3,19.309,2147.0,84.06
307280,원바이오젠,654.854,270.0,10.77,10.738,2363.0,92.52
032940,원익,94.65,1965.0,78.65,32.433,1838.0,71.95
240810,원익IPS,281.755,721.0,28.83,26.67,1948.0,76.26
074600,원익QnC,100.965,1899.0,76.01,169.57,431.0,16.84
104830,원익머트리얼즈,204.274,1005.0,40.21,21.226,2099.0,82.18
014190,원익큐브,267.613,757.0,30.28,43.498,1620.0,63.42
217820,원익피앤이,89.626,2021.0,80.9,503.875,89.0,3.45
030530,원익홀딩스,63.241,2296.0,91.91,51.391,1488.0,58.25
012620,원일특강,170.878,1197.0,47.9,59.846,1363.0,53.35
382840,원준,154.585,1352.0,54.1,106.712,824.0,32.24
336570,원텍,325.69,623.0,24.91,40.306,1686.0,66.0
376980,원티드랩,346.479,579.0,23.15,37.523,1740.0,68.12
008370,원풍,2079.967,33.0,1.28,7.355,2448.0,95.85
008290,원풍물산,68.838,2245.0,89.87,174.405,412.0,16.1
101160,월덱스,435.486,451.0,18.02,27.419,1932.0,75.64
336060,웨이버스,207.801,983.0,39.33,38.731,1714.0,67.1
095270,웨이브일렉트로,217.377,946.0,37.85,71.13,1227.0,48.02
289930,웨이비스,165.698,1244.0,49.78,99.332,886.0,34.67
010600,웰바이오텍,223.464,921.0,36.84,58.282,1385.0,54.21
065950,웰크론,90.565,2008.0,80.38,243.768,247.0,9.64
076080,웰크론한텍,102.44,1883.0,75.37,198.367,331.0,12.93
043590,웰킵스하이텍,212.502,968.0,38.73,51.694,1482.0,58.01
196700,웹스,169.839,1204.0,48.18,90.808,961.0,37.6
069080,웹젠,703.055,245.0,9.77,11.639,2340.0,91.62
053580,웹케시,171.352,1195.0,47.82,23.018,2036.0,79.71
479960,위너스,331.651,609.0,24.35,34.462,1793.0,70.19
071460,위니아,6.198,2495.0,99.88,-122.173,2545.0,99.65
377460,위니아에이드,26.407,2463.0,98.6,815.69,49.0,1.88
044340,위닉스,117.062,1724.0,69.0,112.658,775.0,30.32
330350,위더스제약,180.25,1132.0,45.29,44.644,1600.0,62.63
348350,위드텍,478.1,383.0,15.3,16.41,2212.0,86.6
112040,위메이드,56.121,2342.0,93.75,125.47,671.0,26.24
101730,위메이드맥스,297.83,689.0,27.55,19.187,2151.0,84.21
123420,위메이드플레이,43.408,2408.0,96.4,58.321,1384.0,54.17
065370,위세아이텍,86.509,2055.0,82.26,133.078,632.0,24.72
038620,위즈코프,233.262,886.0,35.44,24.925,1991.0,77.95
299900,위지윅스튜디오,76.911,2175.0,87.06,69.073,1247.0,48.81
036090,위지트,197.064,1044.0,41.77,74.543,1188.0,46.49
459100,위츠,124.443,1646.0,65.88,139.586,590.0,23.07
136540,윈스테크넷,654.85,271.0,10.81,12.802,2313.0,90.56
097800,윈팩,33.113,2444.0,97.84,116.312,742.0,29.02
192390,윈하이텍,118.463,1710.0,68.44,83.531,1051.0,41.13
008600,윌비스,106.658,1831.0,73.29,240.245,254.0,9.91
335870,윙스풋,257.25,795.0,31.8,55.258,1434.0,56.13
900340,윙입푸드,340.937,588.0,23.51,24.552,2005.0,78.5
033270,유나이티드,507.841,351.0,14.02,16.672,2205.0,86.33
014830,유니드,258.198,790.0,31.6,34.827,1788.0,70.0
446070,유니드비티플러스,441.984,439.0,17.54,20.872,2106.0,82.45
036200,유니셈,524.073,338.0,13.5,15.222,2244.0,87.86
018000,유니슨,24.857,2467.0,98.76,276.03,196.0,7.64
000910,유니온,77.775,2166.0,86.7,200.627,325.0,12.69
047400,유니온머티리얼,81.462,2129.0,85.22,796.355,53.0,2.04
203450,유니온바이오메트릭스,225.87,911.0,36.44,68.937,1248.0,48.84
011330,유니켐,99.425,1916.0,76.69,54.36,1448.0,56.68
077500,유니퀘스트,175.731,1164.0,46.58,108.446,808.0,31.61
011320,유니크,108.049,1816.0,72.69,115.23,752.0,29.42
086390,유니테스트,243.853,848.0,33.92,58.153,1389.0,54.37
241690,유니테크노,91.769,1999.0,80.02,65.777,1288.0,50.41
142210,유니트론텍,186.633,1100.0,44.01,136.239,614.0,24.01
389680,유디엠텍,437.057,447.0,17.86,39.31,1704.0,66.71
088340,유라클,453.863,420.0,16.78,44.395,1605.0,62.83
048430,유라테크,431.946,456.0,18.22,22.489,2054.0,80.42
206650,유바이오로직스,193.157,1057.0,42.29,53.057,1468.0,57.46
089850,유비벨록스,125.669,1632.0,65.32,107.21,819.0,32.04
084440,유비온,92.633,1992.0,79.74,263.607,210.0,8.19
032620,유비케어,178.079,1151.0,46.06,48.519,1542.0,60.36
264450,유비쿼스,896.198,168.0,6.69,14.713,2262.0,88.56
078070,유비쿼스홀딩스,1242.769,108.0,4.29,8.73,2426.0,94.99
002920,유성기업,320.057,636.0,25.43,33.382,1822.0,71.33
024800,유성티엔에스,34.699,2441.0,97.72,23.709,2023.0,79.2
000700,유수홀딩스,490.447,366.0,14.62,16.286,2214.0,86.68
054930,유신,118.565,1709.0,68.4,98.702,891.0,34.86
069330,유아이디,122.113,1670.0,66.84,121.828,699.0,27.34
049520,유아이엘,255.916,801.0,32.04,41.51,1655.0,64.79
003470,유안타증권,,,,927.974,34.0,1.29
263770,유에스티,699.022,248.0,9.89,11.125,2350.0,92.01
072130,유엔젤,416.189,469.0,18.74,18.62,2169.0,84.92
000220,유유제약,158.107,1323.0,52.94,53.77,1460.0,57.15
388720,유일로보틱스,228.182,900.0,36.0,23.554,2029.0,79.44
340930,유일에너테크,66.381,2261.0,90.51,307.908,159.0,6.19
023410,유진기업,65.012,2275.0,91.07,131.313,644.0,25.19
056080,유진로봇,226.821,907.0,36.28,53.283,1465.0,57.34
001200,유진증권,,,,817.532,48.0,1.84
084370,유진테크,469.264,398.0,15.9,23.812,2020.0,79.08
240600,유진테크놀로지,191.689,1065.0,42.61,43.15,1626.0,63.65
221800,유투바이오,640.05,276.0,11.01,30.66,1874.0,73.36
179900,유티아이,154.691,1351.0,54.06,115.473,749.0,29.3
263050,유틸렉스,130.784,1573.0,62.96,56.626,1416.0,55.42
000100,유한양행,219.703,938.0,37.53,36.797,1751.0,68.55
003460,유화증권,,,,50.881,1497.0,58.6
191410,육일씨엔에쓰,80.139,2143.0,85.78,155.487,493.0,19.27
372170,윤성에프앤씨,215.108,955.0,38.21,52.532,1476.0,57.78
146060,율촌,113.417,1755.0,70.24,87.923,998.0,39.05
008730,율촌화학,101.174,1898.0,75.97,125.301,673.0,26.32
072770,율호,176.263,1163.0,46.54,146.395,545.0,21.31
008250,이건산업,78.919,2153.0,86.18,116.962,739.0,28.91
039020,이건홀딩스,61.725,2310.0,92.47,115.29,751.0,29.38
025820,이구산업,126.777,1620.0,64.84,141.164,577.0,22.56
067920,이글루,268.241,754.0,30.16,19.73,2138.0,83.71
044960,이글벳,278.668,728.0,29.11,26.029,1961.0,76.77
303530,이노뎁,169.976,1203.0,48.14,70.111,1239.0,48.49
296640,이노룰스,259.055,787.0,31.48,43.353,1623.0,63.53
302430,이노메트리,402.952,487.0,19.46,21.761,2078.0,81.36
214320,이노션,133.726,1532.0,61.31,163.071,457.0,17.86
462350,이노스페이스,388.768,513.0,20.5,26.542,1951.0,76.38
274400,이노시뮬레이션,110.209,1792.0,71.73,118.224,729.0,28.52
073490,이노와이어리스,269.8,749.0,29.96,35.705,1772.0,69.37
215790,이노인스트루먼트,134.87,1519.0,60.79,80.893,1094.0,42.81
344860,이노진,1716.176,51.0,2.0,5.615,2491.0,97.53
088390,이녹스,114.341,1745.0,69.84,45.83,1579.0,61.81
272290,이녹스첨단소재,196.154,1049.0,41.97,76.289,1158.0,45.32
053350,이니텍,1555.415,63.0,2.48,6.591,2466.0,96.55
452400,이닉스,489.692,368.0,14.7,13.361,2295.0,89.86
264850,이랜시스,300.286,681.0,27.23,25.674,1974.0,77.28
054210,이랜텍,89.982,2017.0,80.74,102.669,856.0,33.49
009730,이렘,127.376,1613.0,64.56,147.475,541.0,21.15
065440,이루온,257.777,792.0,31.68,47.777,1556.0,60.91
088260,이리츠코크렙,329.977,614.0,24.55,202.729,318.0,12.42
139480,이마트,96.529,1938.0,77.57,157.361,483.0,18.88
115610,이미지스,132.433,1548.0,61.95,198.016,334.0,13.04
131400,이브이첨단소재,242.223,857.0,34.28,24.557,2004.0,78.46
351330,이삭엔지니어링,192.641,1063.0,42.53,67.047,1273.0,49.82
080010,이상네트웍스,399.304,493.0,19.7,21.381,2090.0,81.83
457190,이수스페셜티케미컬,85.916,2065.0,82.66,146.227,549.0,21.46
086890,이수앱지스,162.463,1275.0,51.02,58.859,1373.0,53.74
007660,이수페타시스,138.513,1484.0,59.39,141.243,576.0,22.52
005950,이수화학,83.027,2112.0,84.54,331.721,141.0,5.48
015020,이스타코,39.087,2424.0,97.04,108.172,811.0,31.73
047560,이스트소프트,144.579,1437.0,57.51,124.922,676.0,26.44
900110,이스트아시아홀딩스,2657.2,20.0,0.76,5.818,2481.0,97.14
239340,이스트에이드,940.373,157.0,6.25,72.458,1214.0,47.51
067010,이씨에스,263.206,771.0,30.84,57.179,1408.0,55.11
093230,이아이디,27.213,2461.0,98.52,50.532,1506.0,58.95
456070,이엔셀,1321.99,95.0,3.76,15.73,2232.0,87.39
102710,이엔에프테크놀로지,87.538,2043.0,81.78,80.259,1106.0,43.28
074610,이엔플러스,27.248,2460.0,98.48,1243.872,16.0,0.59
041520,이엘씨,1846.515,43.0,1.68,5.496,2493.0,97.61
063760,이엘피,186.521,1101.0,44.05,21.195,2101.0,82.26
123570,이엠넷,343.736,582.0,23.27,40.888,1668.0,65.3
083470,이엠앤아이,190.142,1080.0,43.21,57.951,1391.0,54.45
095190,이엠코리아,90.852,2005.0,80.26,155.209,497.0,19.43
091120,이엠텍,129.476,1585.0,63.44,67.69,1263.0,49.43
102460,이연제약,65.992,2265.0,90.67,100.045,879.0,34.39
039030,이오테크닉스,926.378,160.0,6.37,8.289,2434.0,95.3
294090,이오플로우,28.011,2459.0,98.44,955.355,32.0,1.21
088290,이원컴포텍,64.563,2280.0,91.27,120.816,709.0,27.73
084680,이월드,39.708,2420.0,96.88,82.212,1077.0,42.15
353810,이지바이오,171.439,1192.0,47.7,305.424,164.0,6.38
350520,이지스레지던스리츠,25.823,2464.0,98.64,42.064,1646.0,64.43
334890,이지스밸류플러스리츠,102.745,1878.0,75.17,36.841,1750.0,68.51
099750,이지케어텍,299.025,684.0,27.35,34.655,1790.0,70.07
377330,이지트로닉스,331.634,610.0,24.39,27.855,1925.0,75.36
035810,이지홀딩스,107.19,1826.0,73.09,136.699,609.0,23.82
092130,이크레더블,501.719,354.0,14.14,21.284,2096.0,82.06
096040,이트론,354.564,570.0,22.79,24.465,2007.0,78.57
134060,이퓨쳐,1719.142,50.0,1.96,18.923,2158.0,84.49
001840,이화공영,85.088,2077.0,83.14,287.763,177.0,6.89
000760,이화산업,124.802,1644.0,65.8,30.273,1879.0,73.56
024810,이화전기,200.426,1025.0,41.01,22.989,2037.0,79.75
014990,인디에프,93.346,1981.0,79.3,220.479,284.0,11.08
041830,인바디,663.652,267.0,10.65,11.651,2339.0,91.58
352940,인바이오,184.371,1110.0,44.41,63.81,1316.0,51.51
101140,인바이오젠,438.441,443.0,17.7,1.81,2539.0,99.41
079950,인베니아,77.431,2169.0,86.82,193.224,353.0,13.79
389470,인벤티지랩,447.458,428.0,17.1,121.875,698.0,27.3
277410,인산가,213.619,962.0,38.49,55.092,1440.0,56.37
060150,인선이엔티,125.115,1639.0,65.6,53.646,1462.0,57.23
033230,인성정보,175.386,1166.0,46.66,160.613,467.0,18.25
450520,인스웨이브,694.497,254.0,10.13,25.953,1966.0,76.97
006490,인스코비,78.351,2157.0,86.34,87.514,1002.0,39.21
465480,인스피언,708.347,243.0,9.69,10.338,2374.0,92.95
037330,인지디스플레,68.931,2244.0,89.83,123.239,690.0,26.99
100030,인지소프트,449.107,424.0,16.94,18.218,2178.0,85.27
023800,인지컨트롤스,92.512,1994.0,79.82,197.82,336.0,13.12
034590,인천도시가스,177.298,1157.0,46.3,103.012,850.0,33.25
211050,인카금융서비스,117.516,1719.0,68.8,380.395,125.0,4.86
083640,인콘,944.383,155.0,6.17,6.705,2463.0,96.44
064090,인크레더블버즈,2833.776,17.0,0.64,3.091,2533.0,99.18
216050,인크로스,166.715,1236.0,49.46,136.391,612.0,23.93
049070,인탑스,331.092,612.0,24.47,16.699,2204.0,86.29
119610,인터로조,201.844,1018.0,40.73,37.928,1735.0,67.92
017250,인터엠,112.629,1767.0,70.72,113.164,768.0,30.04
129260,인터지스,150.311,1388.0,55.55,63.015,1326.0,51.9
051370,인터플렉스,248.546,826.0,33.04,29.482,1891.0,74.03
064290,인텍플러스,111.817,1775.0,71.05,172.646,419.0,16.37
189300,인텔리안테크,245.742,841.0,33.64,66.524,1277.0,49.98
287840,인투셀,99.906,1909.0,76.41,215.247,296.0,11.56
150840,인트로메딕,232.631,889.0,35.56,83.421,1054.0,41.25
048530,인트론바이오,3903.01,6.0,0.2,3.106,2532.0,99.14
023810,인팩,74.138,2198.0,87.99,241.282,252.0,9.83
115310,인포바인,1085.69,127.0,5.05,9.193,2408.0,94.28
039290,인포뱅크,157.234,1330.0,53.22,35.03,1783.0,69.8
071200,인피니트헬스케어,468.278,401.0,16.02,28.517,1909.0,74.74
101930,인화정공,78.323,2158.0,86.38,65.531,1290.0,50.49
249420,일동제약,89.5,2025.0,81.06,270.333,201.0,7.83
000230,일동홀딩스,72.422,2209.0,88.43,236.499,263.0,10.26
013360,일성건설,82.728,2116.0,84.7,454.422,103.0,4.0
003120,일성아이에스,2607.343,21.0,0.8,3.05,2534.0,99.22
333430,일승,438.41,444.0,17.74,50.616,1505.0,58.91
068330,일신바이오,1441.703,73.0,2.88,5.774,2483.0,97.22
003200,일신방직,262.695,775.0,31.0,22.932,2038.0,79.79
007110,일신석재,144.633,1435.0,57.43,65.016,1296.0,50.72
007570,일양약품,79.904,2146.0,85.9,78.499,1131.0,44.26
178780,일월지엠엘,279.111,724.0,28.95,38.053,1729.0,67.69
008500,일정실업,73.27,2201.0,88.11,444.799,106.0,4.11
019540,일지테크,93.83,1975.0,79.05,282.75,185.0,7.21
081000,일진다이아,1046.872,133.0,5.29,12.222,2328.0,91.15
020760,일진디스플,130.717,1574.0,63.0,123.931,684.0,26.75
103590,일진전기,115.779,1736.0,69.48,149.653,529.0,20.68
094820,일진파워,271.021,744.0,29.76,97.238,906.0,35.45
271940,일진하이솔루스,1329.142,93.0,3.68,8.444,2430.0,95.14
015860,일진홀딩스,162.42,1277.0,51.1,88.424,991.0,38.78
226320,잇츠한불,1388.775,79.0,3.12,5.865,2479.0,97.06
950140,잉글우드랩,333.085,606.0,24.23,38.803,1713.0,67.06
049550,잉크테크,133.645,1534.0,61.39,109.322,803.0,31.41
389020,자람테크놀로지,141.748,1466.0,58.67,84.486,1036.0,40.54
254120,자비스,265.796,760.0,30.4,36.632,1756.0,68.74
043910,자연과환경,185.026,1108.0,44.33,49.671,1523.0,59.62
234920,자이글,34.22,2442.0,97.76,122.306,695.0,27.18
289220,자이언트스텝,334.138,603.0,24.11,30.829,1867.0,73.09
317400,자이에스앤디,199.086,1031.0,41.25,95.947,913.0,35.72
033240,자화전자,107.677,1821.0,72.89,79.181,1124.0,43.99
174880,장원테크,383.89,523.0,20.91,21.245,2098.0,82.14
049630,재영솔루텍,66.354,2262.0,90.55,190.292,362.0,14.14
417840,저스템,83.643,2100.0,84.06,64.966,1297.0,50.76
000950,전방,579.057,304.0,12.13,16.759,2202.0,86.21
079900,전진건설로봇,257.883,791.0,31.64,41.994,1647.0,64.47
110020,전진바이오팜,933.958,159.0,6.33,6.748,2461.0,96.36
208140,정다운,170.088,1202.0,48.1,63.707,1319.0,51.63
040420,정상제이엘에스,108.52,1807.0,72.33,24.229,2013.0,78.81
045510,정원엔시스,157.31,1328.0,53.14,112.676,774.0,30.28
217190,제너셈,146.35,1425.0,57.03,73.237,1203.0,47.08
095700,제넥신,86.931,2053.0,82.18,31.856,1847.0,72.31
072520,제넨바이오,94.495,1968.0,78.77,71.012,1228.0,48.06
122310,제노레이,242.318,856.0,34.24,44.756,1598.0,62.55
361390,제노코,162.069,1280.0,51.22,154.393,501.0,19.58
225220,제놀루션,640.437,275.0,10.97,32.409,1839.0,71.99
123330,제닉,136.329,1503.0,60.15,72.233,1217.0,47.63
381620,제닉스,270.38,747.0,29.88,40.607,1677.0,65.65
159580,제로투세븐,536.516,325.0,12.98,11.454,2342.0,91.7
147830,제룡산업,1518.105,65.0,2.56,7.437,2447.0,95.81
033100,제룡전기,493.172,360.0,14.38,22.915,2039.0,79.83
079370,제우스,221.342,931.0,37.24,67.644,1264.0,49.47
054950,제이브이엠,222.662,927.0,37.08,40.756,1674.0,65.53
023440,제이스코홀딩스,52.096,2365.0,94.67,115.887,745.0,29.14
090470,제이스텍,329.837,615.0,24.59,13.784,2290.0,89.66
137950,제이씨케미칼,90.031,2015.0,80.66,109.33,802.0,31.37
033320,제이씨현시스템,264.004,768.0,30.72,39.919,1693.0,66.27
417500,제이아이테크,165.909,1243.0,49.74,73.163,1204.0,47.12
348950,제이알글로벌리츠,42.207,2412.0,96.56,166.328,445.0,17.39
204270,제이앤티씨,71.344,2225.0,89.07,89.749,974.0,38.11
127120,제이에스링크,52.591,2363.0,94.59,117.288,737.0,28.83
194370,제이에스코퍼레이션,111.025,1784.0,71.41,260.758,217.0,8.46
026040,제이에스티나,340.596,589.0,23.55,25.597,1976.0,77.36
452160,제이엔비,127.97,1601.0,64.08,71.791,1220.0,47.75
126880,제이엔케이글로벌,130.012,1579.0,63.2,76.218,1161.0,45.44
322510,제이엘케이,551.183,318.0,12.7,51.255,1489.0,58.28
