ticker,corp_name,매출액증가율(YoY),매출액증가율_순위,매출액증가율_하위(%),영업이익증가율(YoY),영업이익증가율_순위,영업이익증가율_하위(%),ROE,ROE_순위,ROE_하위(%),영업이익률,영업이익률_순위,영업이익률_하위(%),유동비율,유동비율_순위,유동비율_하위(%),부채비율,부채비율_순위,부채비율_하위(%)
5710,대원산업,19.775,526.0,20.95,58.723,470.0,18.44,15.158,279.0,10.94,8.05,600.0,23.95,288.001,707.0,28.27,38.902,1710.0,66.94
6340,대원전선,7.252,981.0,39.11,9.204,942.0,37.0,6.345,915.0,35.96,2.59,1296.0,51.78,188.71,1087.0,43.49,99.387,885.0,34.63
3220,대원제약,13.514,699.0,27.85,-12.448,1312.0,51.55,3.296,1267.0,49.8,4.72,975.0,38.94,128.287,1595.0,63.84,105.001,842.0,32.94
24890,대원화성,3.961,1207.0,48.12,3.246,1064.0,41.8,-25.568,2206.0,86.74,-4.85,1902.0,76.01,86.062,2063.0,82.58,263.892,208.0,8.11
290380,대유,11.363,775.0,30.89,-512.107,2472.0,97.17,-10.119,1978.0,77.77,6.58,742.0,29.63,181.534,1123.0,44.93,23.809,2021.0,79.12
2880,대유에이텍,-0.356,1553.0,61.93,3.804,1050.0,41.25,11.977,432.0,16.96,6.63,730.0,29.15,39.483,2422.0,96.96,658.882,71.0,2.74
120240,대정화금,-1.049,1588.0,63.33,-22.879,1450.0,56.98,5.7,997.0,39.18,9.19,509.0,20.31,397.253,495.0,19.78,16.82,2201.0,86.17
3310,대주산업,0.975,1443.0,57.54,30.464,668.0,26.23,10.382,531.0,20.85,9.45,495.0,19.75,224.016,918.0,36.72,33.411,1821.0,71.29
78600,대주전자재료,18.556,558.0,22.23,372.763,101.0,3.93,18.802,172.0,6.73,13.38,309.0,12.32,55.496,2348.0,93.99,170.567,425.0,16.61
393970,대진첨단소재,37.662,272.0,10.81,506.587,68.0,2.63,-0.635,1653.0,64.99,6.73,719.0,28.71,129.767,1582.0,63.32,131.519,642.0,25.11
12800,대창,1.045,1438.0,57.34,-438.321,2456.0,96.54,1.272,1492.0,58.65,2.34,1335.0,53.34,98.886,1922.0,76.93,165.896,447.0,17.47
15230,대창단조,-13.406,2106.0,84.0,-35.245,1648.0,64.77,11.482,454.0,17.82,9.33,502.0,20.03,618.237,284.0,11.33,23.56,2027.0,79.36
96350,대창솔루션,-14.385,2133.0,85.08,-92.196,2090.0,82.15,-7.902,1921.0,75.53,0.71,1575.0,62.93,55.969,2346.0,93.91,312.436,153.0,5.95
140520,대창스틸,-4.122,1765.0,70.39,-48.232,1775.0,69.76,0.507,1563.0,61.45,0.74,1569.0,62.69,169.386,1208.0,48.34,75.437,1171.0,45.83
131220,대한과학,-2.724,1684.0,67.16,-31.487,1598.0,62.8,7.73,767.0,30.13,5.89,824.0,32.91,342.971,584.0,23.35,28.253,1919.0,75.13
10170,대한광통신,-15.281,2157.0,86.03,27.909,694.0,27.25,-95.917,2481.0,97.56,-19.45,2171.0,86.77,69.758,2239.0,89.63,413.545,117.0,4.54
54670,대한뉴팜,-0.997,1583.0,63.13,-0.767,1130.0,44.4,13.176,345.0,13.53,9.23,506.0,20.19,160.48,1296.0,51.86,76.409,1157.0,45.28
1070,대한방직,-10.371,2016.0,80.41,-233.445,2376.0,93.39,0.848,1533.0,60.27,1.81,1419.0,56.7,166.715,1236.0,49.46,40.095,1690.0,66.16
23910,대한약품,4.228,1186.0,47.29,6.384,1002.0,39.36,12.886,363.0,14.24,18.65,155.0,6.16,322.122,628.0,25.11,17.543,2189.0,85.7
6650,대한유화,12.005,754.0,30.05,-3.897,1185.0,46.56,-0.47,1644.0,64.63,-2.14,1781.0,71.17,204.511,1004.0,40.17,22.798,2043.0,79.98
1440,대한전선,15.729,630.0,25.1,44.28,554.0,21.75,6.058,953.0,37.45,3.5,1143.0,45.66,192.99,1059.0,42.37,76.64,1153.0,45.12
84010,대한제강,-15.423,2162.0,86.23,-90.615,2081.0,81.79,4.599,1126.0,44.26,0.84,1556.0,62.18,310.862,654.0,26.15,28.323,1916.0,75.01
1790,대한제당,3.113,1265.0,50.44,-21.645,1438.0,56.51,3.685,1217.0,47.84,2.69,1278.0,51.06,172.383,1182.0,47.3,120.61,713.0,27.89
1130,대한제분,-4.629,1798.0,71.71,31.803,660.0,25.91,4.808,1104.0,43.39,5.26,906.0,36.19,167.405,1230.0,49.22,50.43,1508.0,59.03
3490,대한항공,10.917,795.0,31.68,17.882,814.0,31.97,13.301,341.0,13.38,11.81,362.0,14.43,68.441,2249.0,90.03,328.817,143.0,5.56
5880,대한해운,25.034,417.0,16.6,31.477,661.0,25.95,7.969,734.0,28.84,18.81,151.0,6.0,126.532,1624.0,65.0,100.044,880.0,34.43
3830,대한화섬,-7.903,1937.0,77.25,-164.472,2304.0,90.56,-0.354,1638.0,64.4,-1.25,1732.0,69.21,190.881,1072.0,42.89,18.796,2161.0,84.61
16090,대현,-12.197,2073.0,82.68,-32.624,1614.0,63.43,5.991,960.0,37.73,5.54,871.0,34.79,465.755,406.0,16.22,13.339,2298.0,89.97
69460,대호에이엘,-7.18,1915.0,76.38,-30.292,1582.0,62.17,1.473,1473.0,57.91,3.46,1151.0,45.98,178.877,1142.0,45.69,58.598,1376.0,53.86
21040,대호특수강,-1.387,1608.0,64.13,60.63,459.0,18.01,-28.048,2237.0,87.96,0.9,1545.0,61.74,98.687,1924.0,77.01,351.002,134.0,5.21
67080,대화제약,5.695,1079.0,43.02,241.831,141.0,5.51,1.08,1510.0,59.36,4.49,999.0,39.9,52.346,2364.0,94.63,169.589,430.0,16.8
298540,더네이쳐홀딩스,-5.752,1853.0,73.9,-55.051,1843.0,72.43,4.94,1085.0,42.64,5.82,835.0,33.35,120.806,1684.0,67.4,74.743,1182.0,46.26
32860,더라미,36.879,277.0,11.01,-145.672,2272.0,89.3,4.572,1128.0,44.34,2.32,1338.0,53.46,584.917,299.0,11.93,9.161,2409.0,94.32
214610,더바이오메드,-13.551,2109.0,84.12,-0.729,1129.0,44.36,-102.239,2485.0,97.72,-414.53,2479.0,99.08,191.483,1066.0,42.65,110.416,793.0,31.02
475560,더본코리아,13.026,725.0,28.89,40.753,587.0,23.04,15.484,263.0,10.31,7.76,623.0,24.87,323.915,625.0,24.99,31.806,1848.0,72.35
192080,더블유게임즈,8.782,905.0,36.07,16.617,835.0,32.8,17.676,202.0,7.91,39.27,23.0,0.88,1561.035,62.0,2.44,5.777,2482.0,97.18
393890,더블유씨피,5.603,1085.0,43.26,-252.912,2387.0,93.83,-7.334,1902.0,74.78,-22.02,2190.0,87.52,74.25,2196.0,87.91,86.879,1010.0,39.52
299170,더블유에스아이,30.877,335.0,13.33,15.181,851.0,33.43,2.883,1310.0,51.49,9.53,491.0,19.59,77.899,2163.0,86.58,86.716,1012.0,39.6
12510,더존비즈온,13.451,702.0,27.97,21.694,762.0,29.93,14.945,290.0,11.37,21.89,100.0,3.96,105.677,1840.0,73.65,87.017,1009.0,39.48
462860,더즌,48.96,200.0,7.94,-6.08,1224.0,48.09,28.06,64.0,2.48,16.0,213.0,8.48,131.99,1554.0,62.19,179.61,392.0,15.32
224060,더코디,65.821,130.0,5.15,-64.358,1922.0,75.54,-26.861,2221.0,87.33,-11.06,2046.0,81.77,215.666,950.0,38.01,260.894,216.0,8.42
43090,더테크놀로지,-30.509,2367.0,94.41,-31.17,1595.0,62.68,-48.183,2385.0,93.78,-69.1,2373.0,94.84,266.388,759.0,30.36,40.923,1667.0,65.26
213420,덕산네오룩스,29.658,344.0,13.69,59.393,466.0,18.29,12.167,415.0,16.29,24.72,74.0,2.92,529.147,330.0,13.18,13.36,2296.0,89.89
317330,덕산테코피아,5.971,1064.0,42.42,385.416,95.0,3.7,-37.215,2325.0,91.42,-30.31,2245.0,89.72,51.328,2370.0,94.87,222.241,279.0,10.89
77360,덕산하이메탈,63.3,144.0,5.71,-269.969,2398.0,94.26,7.141,817.0,32.1,7.9,611.0,24.39,197.692,1039.0,41.57,79.946,1111.0,43.48
4830,덕성,16.233,619.0,24.66,75.057,406.0,15.93,7.633,773.0,30.37,7.1,681.0,27.19,239.032,868.0,34.72,47.443,1561.0,61.1
90410,덕신이피씨,-32.793,2383.0,95.05,-62.941,1909.0,75.03,9.38,599.0,23.52,7.32,664.0,26.51,207.292,987.0,39.49,27.931,1924.0,75.32
263600,덕우전자,3.991,1205.0,48.04,-88.779,2078.0,81.68,-0.385,1641.0,64.52,-0.62,1711.0,68.37,100.677,1900.0,76.05,98.82,890.0,34.82
194480,데브시스터즈,46.57,211.0,8.38,-156.644,2292.0,90.09,19.585,153.0,5.98,11.51,371.0,14.79,345.26,580.0,23.19,68.907,1249.0,48.88
373160,데이원컴퍼니,9.512,867.0,34.56,-125.554,2223.0,87.38,0.0,1603.0,63.02,-0.22,1685.0,67.33,163.319,1269.0,50.78,157.775,482.0,18.84
263800,데이타솔루션,10.902,796.0,31.72,-95.378,2107.0,82.82,0.698,1541.0,60.58,0.05,1662.0,66.41,148.236,1411.0,56.47,111.421,786.0,30.75
206560,덱스터,-20.717,2265.0,90.34,,,,-19.989,2141.0,84.19,-16.57,2138.0,85.45,153.838,1360.0,54.43,111.839,783.0,30.63
261200,덴티스,21.147,498.0,19.83,-204.084,2359.0,92.73,3.938,1194.0,46.93,-0.39,1693.0,67.65,113.857,1751.0,70.08,269.835,202.0,7.87
145720,덴티움,3.718,1224.0,48.8,-28.769,1557.0,61.19,14.235,310.0,12.16,24.15,78.0,3.08,162.465,1274.0,50.98,61.593,1348.0,52.76
67990,도이치모터스,-1.253,1601.0,63.85,-41.455,1705.0,67.01,-1.828,1711.0,67.27,1.16,1507.0,60.22,42.594,2410.0,96.48,311.843,154.0,5.99
2150,도화엔지니어링,1.356,1406.0,56.07,-161.15,2301.0,90.44,-2.392,1738.0,68.33,-2.3,1794.0,71.69,87.086,2052.0,82.14,136.025,615.0,24.05
6620,동구바이오제약,15.573,639.0,25.46,-13.174,1323.0,51.99,1.844,1433.0,56.33,5.09,927.0,37.03,93.051,1985.0,79.46,131.452,643.0,25.15
100130,동국S&C,-7.167,1914.0,76.34,-84.306,2047.0,80.46,-18.209,2117.0,83.24,-3.34,1843.0,73.65,107.789,1820.0,72.85,65.803,1286.0,50.33
5160,동국산업,4.396,1172.0,46.73,-144.198,2264.0,88.99,-5.846,1866.0,73.37,1.52,1449.0,57.9,123.195,1660.0,66.44,93.079,940.0,36.78
303810,동국생명과학,9.699,859.0,34.24,39.703,599.0,23.52,2.581,1349.0,53.03,9.04,520.0,20.75,183.93,1113.0,44.53,82.142,1079.0,42.22
460850,동국씨엠,70.893,124.0,4.91,189.739,186.0,7.27,6.453,901.0,35.41,3.57,1128.0,45.06,108.034,1818.0,72.77,80.749,1097.0,42.93
75970,동국알앤에스,1.817,1352.0,53.91,-45.43,1748.0,68.7,2.132,1403.0,55.15,1.03,1525.0,60.94,164.108,1261.0,50.46,55.788,1429.0,55.93
460860,동국제강,34.019,303.0,12.05,-56.485,1863.0,73.22,2.035,1411.0,55.47,2.9,1244.0,49.7,93.176,1983.0,79.38,87.681,1001.0,39.17
86450,동국제약,11.104,782.0,31.17,20.257,778.0,30.55,9.933,557.0,21.87,9.9,468.0,18.67,201.987,1017.0,40.69,40.383,1684.0,65.92
1230,동국홀딩스,8.599,910.0,36.27,-3.429,1178.0,46.28,1.105,1508.0,59.28,2.9,1244.0,49.7,167.369,1232.0,49.3,41.002,1665.0,65.18
23450,동남합성,11.802,761.0,30.33,10.814,914.0,35.9,12.719,372.0,14.59,4.79,966.0,38.58,148.489,1407.0,56.31,80.245,1107.0,43.32
4140,동방,13.526,697.0,27.77,10.938,912.0,35.82,13.705,320.0,12.55,4.48,1002.0,40.02,84.267,2088.0,83.58,296.0,172.0,6.7
240550,동방메디컬,15.668,632.0,25.18,-8.686,1261.0,49.55,4.893,1091.0,42.88,14.31,271.0,10.8,144.045,1442.0,57.71,86.299,1015.0,39.72
99410,동방선기,30.79,338.0,13.45,19.558,788.0,30.95,15.714,258.0,10.11,11.43,377.0,15.03,235.845,882.0,35.28,43.656,1616.0,63.26
7590,동방아그로,3.636,1232.0,49.12,7.52,974.0,38.26,6.002,959.0,37.69,8.58,552.0,22.03,304.492,669.0,26.75,43.652,1617.0,63.3
5960,동부건설,-11.138,2042.0,81.44,-421.003,2449.0,96.26,-20.808,2152.0,84.62,-5.74,1936.0,77.37,116.317,1735.0,69.44,264.672,207.0,8.07
26960,동서,-0.171,1541.0,61.45,1.656,1092.0,42.9,9.546,588.0,23.09,9.1,516.0,20.59,1518.02,66.0,2.6,4.076,2520.0,98.67
2210,동성제약,-0.164,1540.0,61.41,-1205.512,2511.0,98.7,-15.273,2069.0,81.35,-7.45,1978.0,79.05,88.472,2032.0,81.34,175.313,408.0,15.94
102260,동성케미컬,7.383,972.0,38.75,22.896,753.0,29.57,13.903,318.0,12.47,8.54,558.0,22.27,136.552,1502.0,60.11,79.779,1115.0,43.63
33500,동성화인텍,11.924,755.0,30.09,35.126,631.0,24.77,21.072,126.0,4.92,9.04,520.0,20.75,125.579,1633.0,65.36,124.985,675.0,26.4
25950,동신건설,-16.645,2193.0,87.47,-90.76,2083.0,81.87,3.072,1298.0,51.02,0.85,1554.0,62.1,713.055,242.0,9.65,14.101,2279.0,89.23
640,동아쏘시오홀딩스,17.776,584.0,23.26,6.78,994.0,39.05,5.506,1014.0,39.85,6.16,788.0,31.47,63.868,2288.0,91.59,90.846,960.0,37.56
170900,동아에스티,5.104,1125.0,44.85,-323.663,2427.0,95.4,-3.3,1774.0,69.75,-3.58,1852.0,74.01,237.179,877.0,35.08,96.349,912.0,35.68
88130,동아엘텍,8.066,936.0,37.31,557.008,61.0,2.36,-25.803,2210.0,86.9,8.25,581.0,23.19,119.684,1695.0,67.84,196.688,341.0,13.32
28100,동아지질,14.068,680.0,27.09,24.94,733.0,28.78,4.995,1081.0,42.49,2.44,1316.0,52.58,180.419,1130.0,45.21,76.245,1160.0,45.4
41930,동아화성,3.929,1210.0,48.24,-14.989,1342.0,52.73,9.012,623.0,24.47,4.8,964.0,38.5,146.174,1427.0,57.11,82.964,1066.0,41.72
1520,동양,-13.38,2103.0,83.88,-103.468,2141.0,84.15,-9.941,1973.0,77.58,-0.12,1674.0,66.89,71.603,2217.0,88.75,86.632,1013.0,39.64
84670,동양고속,1.459,1395.0,55.63,431.731,81.0,3.15,-27.753,2235.0,87.88,-1.26,1733.0,69.25,19.064,2478.0,99.2,208.428,305.0,11.91
82640,동양생명,,,,25.082,731.0,28.71,12.906,359.0,14.08,10.52,422.0,16.83,,,,1656.613,8.0,0.27
60380,동양에스텍,-9.23,1975.0,78.77,-47.316,1767.0,69.45,2.941,1306.0,51.34,1.65,1431.0,57.18,212.812,967.0,38.69,49.794,1521.0,59.54
79960,동양이엔피,2.138,1330.0,53.03,20.158,781.0,30.67,19.111,163.0,6.37,9.41,498.0,19.87,389.878,512.0,20.46,21.798,2077.0,81.32
8970,동양철관,-10.062,2004.0,79.93,203.784,171.0,6.69,-20.133,2144.0,84.3,2.67,1279.0,51.1,170.12,1201.0,48.06,78.004,1140.0,44.61
228340,동양파일,-20.399,2255.0,89.94,-198.284,2350.0,92.37,-4.203,1812.0,71.24,-7.81,1988.0,79.45,1338.491,90.0,3.56,4.602,2515.0,98.47
88910,동우팜투테이블,-13.187,2098.0,83.68,-120.399,2210.0,86.87,-3.634,1790.0,70.38,-1.42,1743.0,69.65,254.332,807.0,32.28,26.894,1944.0,76.11
94170,동운아나텍,24.016,435.0,17.32,-30.427,1583.0,62.21,37.485,32.0,1.22,12.63,327.0,13.03,613.009,289.0,11.53,38.587,1719.0,67.29
49770,동원F&B,2.815,1291.0,51.48,10.04,932.0,36.61,12.434,396.0,15.54,4.09,1056.0,42.18,116.839,1727.0,69.12,98.137,895.0,35.02
13120,동원개발,-29.35,2358.0,94.05,-29.965,1576.0,61.93,1.758,1442.0,56.69,4.04,1064.0,42.5,679.019,260.0,10.37,31.725,1850.0,72.42
18500,동원금속,5.496,1103.0,43.97,0.282,1117.0,43.89,18.633,177.0,6.92,6.7,724.0,28.91,71.411,2224.0,89.03,349.635,136.0,5.29
6040,동원산업,-0.048,1535.0,61.21,7.873,969.0,38.07,3.559,1230.0,48.35,5.61,858.0,34.27,130.867,1571.0,62.88,120.496,716.0,28.01
30720,동원수산,29.381,349.0,13.89,-127.443,2227.0,87.53,11.392,461.0,18.1,2.9,1244.0,49.7,197.028,1045.0,41.81,123.144,691.0,27.03
14820,동원시스템즈,4.512,1164.0,46.41,13.671,868.0,34.09,9.005,624.0,24.51,6.89,703.0,28.07,131.26,1569.0,62.8,85.623,1025.0,40.11
111380,동인기연,4.922,1143.0,45.57,-25.251,1497.0,58.83,12.039,429.0,16.84,9.32,503.0,20.07,147.954,1414.0,56.59,95.856,914.0,35.76
163560,동일고무벨트,-5.812,1857.0,74.06,-29.969,1577.0,61.97,4.387,1147.0,45.08,2.84,1256.0,50.18,191.188,1069.0,42.77,54.705,1444.0,56.52
109860,동일금속,-22.147,2284.0,91.1,-95.004,2103.0,82.66,4.745,1109.0,43.59,0.72,1573.0,62.85,291.202,702.0,28.07,13.843,2286.0,89.5
32960,동일기연,-4.456,1790.0,71.39,-54.682,1838.0,72.24,1.195,1499.0,58.93,0.79,1560.0,62.34,2229.523,30.0,1.16,5.824,2480.0,97.1
4890,동일산업,-5.75,1852.0,73.86,-1.885,1147.0,45.06,3.498,1241.0,48.78,-1.0,1725.0,68.93,770.009,207.0,8.25,14.013,2280.0,89.27
23790,동일스틸럭스,-22.532,2287.0,91.22,-45.653,1751.0,68.82,-28.532,2245.0,88.28,-10.82,2042.0,81.61,36.972,2432.0,97.36,321.17,149.0,5.8
2690,동일제강,-16.424,2189.0,87.31,99.087,337.0,13.21,-0.315,1636.0,64.32,-3.84,1869.0,74.69,696.379,249.0,9.93,11.809,2335.0,91.42
5290,동진쎄미켐,7.498,968.0,38.59,18.193,808.0,31.73,15.462,264.0,10.35,14.79,251.0,10.0,149.836,1392.0,55.71,97.661,901.0,35.25
25900,동화기업,-4.697,1802.0,71.87,-200.797,2356.0,92.61,-1.653,1706.0,67.07,1.82,1418.0,56.66,47.59,2393.0,95.79,145.167,553.0,21.62
20,동화약품,28.735,361.0,14.37,-28.572,1553.0,61.03,0.534,1560.0,61.33,2.89,1250.0,49.94,177.453,1155.0,46.22,54.263,1452.0,56.84
150,두산,-5.213,1827.0,72.87,-30.113,1578.0,62.01,2.617,1342.0,52.75,5.54,871.0,34.79,108.059,1815.0,72.65,153.527,509.0,19.9
454910,두산로보틱스,-11.706,2059.0,82.12,114.958,297.0,11.64,-8.691,1947.0,76.55,-87.98,2399.0,95.88,2214.286,31.0,1.2,4.768,2513.0,98.39
241560,두산밥캣,-16.138,2175.0,86.75,-39.997,1699.0,66.77,8.874,631.0,24.78,10.19,447.0,17.83,181.892,1121.0,44.85,74.191,1191.0,46.61
34020,두산에너빌리티,-7.714,1931.0,77.02,-30.649,1585.0,62.29,3.508,1237.0,48.62,6.27,772.0,30.83,112.332,1768.0,70.76,125.664,670.0,26.2
131970,두산테스나,10.177,841.0,33.52,-37.604,1670.0,65.63,8.744,646.0,25.37,10.16,450.0,17.95,62.031,2307.0,92.35,79.976,1110.0,43.44
336260,두산퓨얼셀,57.84,162.0,6.42,-205.314,2361.0,92.8,-2.071,1726.0,67.86,-0.42,1696.0,67.77,180.505,1129.0,45.17,136.453,610.0,23.85
16740,두올,5.946,1066.0,42.5,-4.573,1194.0,46.91,7.314,802.0,31.51,5.55,868.0,34.67,152.988,1365.0,54.63,113.884,766.0,29.96
73190,듀오백,-2.428,1668.0,66.52,-13.079,1321.0,51.91,-24.243,2194.0,86.27,-14.6,2098.0,83.85,84.168,2090.0,83.66,75.226,1174.0,45.95
176750,듀켐바이오,2.61,1304.0,52.0,-3.427,1177.0,46.24,24.671,97.0,3.78,14.26,273.0,10.88,149.012,1403.0,56.15,51.521,1484.0,58.09
30350,드래곤플라이,54.212,172.0,6.82,-27.594,1539.0,60.48,-68.248,2439.0,95.91,-37.66,2281.0,91.16,56.471,2339.0,93.63,75.71,1168.0,45.71
203650,드림시큐리티,15.511,640.0,25.5,-22.938,1453.0,57.1,9.494,589.0,23.13,9.54,490.0,19.55,65.609,2268.0,90.79,263.222,212.0,8.26
223250,드림씨아이에스,22.593,468.0,18.64,218.52,159.0,6.21,8.11,711.0,27.93,8.62,549.0,21.91,171.709,1187.0,47.5,54.84,1443.0,56.48
60570,드림어스컴퍼니,-1.717,1625.0,64.8,-5.72,1214.0,47.7,-11.409,2003.0,78.76,-1.4,1739.0,69.49,172.502,1181.0,47.26,68.579,1253.0,49.04
362990,드림인사이트,4.291,1180.0,47.05,-54.459,1835.0,72.12,3.1,1293.0,50.83,10.25,441.0,17.59,264.285,767.0,30.68,47.43,1562.0,61.14
192650,드림텍,13.81,689.0,27.45,-30.815,1588.0,62.41,2.49,1362.0,53.54,2.01,1389.0,55.5,134.068,1527.0,61.11,76.282,1159.0,45.36
16670,디모아,-15.078,2149.0,85.71,-26.478,1518.0,59.65,6.179,934.0,36.7,8.04,602.0,24.03,223.223,924.0,36.96,51.506,1485.0,58.13
187870,디바이스,-17.483,2206.0,87.99,-2.02,1148.0,45.1,5.527,1011.0,39.73,8.95,530.0,21.15,254.465,806.0,32.24,41.83,1651.0,64.63
24090,디씨엠,10.38,826.0,32.92,87.35,359.0,14.08,7.541,782.0,30.72,7.04,687.0,27.43,422.772,463.0,18.5,14.198,2275.0,89.07
3160,디아이,-0.272,1545.0,61.61,-49.811,1788.0,70.27,1.685,1451.0,57.04,1.44,1462.0,58.42,163.954,1264.0,50.58,90.539,965.0,37.76
1530,디아이동일,-4.561,1796.0,71.63,23.888,743.0,29.18,0.428,1575.0,61.92,1.2,1503.0,60.06,95.094,1956.0,78.29,79.636,1117.0,43.71
92200,디아이씨,-1.309,1602.0,63.89,-39.538,1692.0,66.5,9.879,559.0,21.95,3.04,1218.0,48.66,66.382,2260.0,90.47,309.507,157.0,6.11
110990,디아이티,8.961,897.0,35.75,178.677,203.0,7.94,14.501,302.0,11.84,20.65,114.0,4.52,727.721,230.0,9.17,13.144,2303.0,90.17
263690,디알젬,-7.892,1935.0,77.17,-12.123,1305.0,51.28,12.228,412.0,16.17,8.51,561.0,22.39,320.856,631.0,25.23,40.805,1672.0,65.45
214680,디알텍,5.539,1096.0,43.7,8033.338,1.0,0.0,-24.513,2196.0,86.35,-12.41,2064.0,82.49,251.816,813.0,32.52,146.35,546.0,21.35
347850,디앤디파마텍,-38.766,2419.0,96.49,85.499,364.0,14.27,-47.254,2381.0,93.63,-218.74,2455.0,98.12,358.037,565.0,22.59,40.148,1689.0,66.12
377190,디앤디플랫폼리츠,18.23,574.0,22.87,-1.391,1138.0,44.71,1.23,1495.0,58.77,,,,31.996,2449.0,98.04,186.26,371.0,14.49
263720,디앤씨미디어,38.333,262.0,10.42,194.819,178.0,6.96,12.768,369.0,14.48,12.31,340.0,13.55,262.289,776.0,31.04,30.839,1866.0,73.05
376300,디어유,-1.094,1592.0,63.49,-11.222,1291.0,50.73,13.344,340.0,13.34,33.95,34.0,1.32,815.904,196.0,7.81,12.394,2324.0,90.99
109740,디에스케이,-68.335,2481.0,98.96,102.94,326.0,12.78,-8.073,1930.0,75.89,-87.01,2396.0,95.76,236.991,879.0,35.16,24.674,2000.0,78.3
31860,디에이치엑스컴퍼니,-14.276,2128.0,84.88,-39.848,1697.0,66.69,-34.148,2301.0,90.48,-64.13,2367.0,94.6,257.274,794.0,31.76,18.859,2160.0,84.57
196490,디에이테크놀로지,-51.651,2453.0,97.85,-49.247,1785.0,70.15,-289.352,2534.0,99.65,-52.13,2339.0,93.48,54.672,2354.0,94.23,-931.837,2550.0,99.84
66900,디에이피,21.154,497.0,19.79,132.675,264.0,10.34,-63.09,2426.0,95.4,-6.22,1949.0,77.89,50.728,2374.0,95.03,700.075,62.0,2.39
92070,디엔에프,-12.209,2074.0,82.72,-64.406,1925.0,75.66,0.409,1577.0,62.0,-1.38,1738.0,69.45,717.94,239.0,9.53,5.723,2486.0,97.34
39840,디오,-23.212,2298.0,91.66,-294.94,2414.0,94.89,-20.736,2151.0,84.58,-34.04,2264.0,90.48,143.11,1450.0,58.03,68.205,1257.0,49.2
13570,디와이,-1.922,1640.0,65.4,-17.731,1383.0,54.35,6.298,922.0,36.23,3.05,1215.0,48.54,173.795,1176.0,47.06,72.87,1208.0,47.28
24900,디와이덕양,0.394,1494.0,59.58,-70.319,1977.0,77.7,17.31,211.0,8.26,0.44,1612.0,64.41,85.369,2074.0,83.02,449.268,105.0,4.07
219550,디와이디,31.331,326.0,12.97,-98.506,2124.0,83.48,-241.106,2531.0,99.53,-0.13,1675.0,66.93,49.576,2383.0,95.39,200.207,326.0,12.73
310870,디와이씨,-18.222,2219.0,88.51,-46.366,1756.0,69.01,1.241,1493.0,58.69,4.9,953.0,38.06,125.528,1634.0,65.4,103.588,848.0,33.18
210540,디와이파워,-10.569,2025.0,80.77,-29.72,1573.0,61.82,7.869,747.0,29.35,6.64,728.0,29.07,347.776,578.0,23.11,20.436,2121.0,83.04
104460,디와이피엔에프,95.077,87.0,3.43,195.439,177.0,6.92,15.138,281.0,11.01,8.75,541.0,21.59,112.071,1773.0,70.97,150.172,527.0,20.6
79810,디이엔티,14.935,657.0,26.18,206.456,170.0,6.65,11.73,445.0,17.47,3.66,1115.0,44.54,236.093,881.0,35.24,43.978,1613.0,63.14
113810,디젠스,4.297,1179.0,47.01,48.453,528.0,20.72,22.528,116.0,4.52,6.17,785.0,31.35,224.005,920.0,36.8,169.069,434.0,16.96
43360,디지아이,22.325,472.0,18.79,2.451,1074.0,42.19,-4.546,1824.0,71.72,-13.41,2082.0,83.21,695.195,252.0,10.05,10.225,2377.0,93.07
197140,디지캡,114.334,67.0,2.63,-319.902,2424.0,95.28,2.296,1391.0,54.68,-4.99,1907.0,76.21,263.962,769.0,30.76,29.492,1890.0,73.99
68930,디지털대성,2.918,1285.0,51.24,-5.275,1207.0,47.42,9.75,569.0,22.34,10.89,407.0,16.23,25.575,2465.0,98.68,109.806,801.0,31.34
33130,디지틀조선,1.049,1437.0,57.3,8.731,955.0,37.51,4.338,1154.0,45.36,6.4,758.0,30.27,755.569,218.0,8.69,11.397,2347.0,91.89
105740,디케이락,-11.689,2057.0,82.04,-101.598,2131.0,83.76,1.602,1460.0,57.4,-0.19,1680.0,67.13,175.147,1169.0,46.78,49.929,1518.0,59.42
263020,디케이앤디,25.334,412.0,16.4,3.803,1051.0,41.29,10.231,539.0,21.16,7.53,643.0,25.67,224.734,916.0,36.64,39.645,1700.0,66.55
290550,디케이티,43.941,228.0,9.06,57.187,478.0,18.76,17.106,219.0,8.58,5.72,846.0,33.79,167.599,1228.0,49.14,57.221,1407.0,55.07
66670,디티씨,-65.695,2477.0,98.8,22.157,758.0,29.77,1.343,1484.0,58.34,20.52,118.0,4.68,2413.193,27.0,1.04,3.697,2526.0,98.9
187220,디티앤씨,15.714,631.0,25.14,-72.372,1988.0,78.14,2.656,1337.0,52.56,-5.1,1912.0,76.41,62.524,2304.0,92.23,118.336,728.0,28.48
383930,디티앤씨알오,35.299,291.0,11.57,-6.843,1241.0,48.76,-6.626,1885.0,74.11,-31.4,2251.0,89.96,56.289,2340.0,93.67,182.85,379.0,14.81
131180,딜리,48.657,204.0,8.1,-359.092,2436.0,95.75,7.966,735.0,28.87,6.04,802.0,32.03,500.213,356.0,14.22,13.549,2293.0,89.78
315640,딥노이드,461.149,12.0,0.44,50.081,521.0,20.45,-39.281,2339.0,91.97,-93.07,2403.0,96.04,522.956,339.0,13.54,67.918,1261.0,49.35
