ticker,corp_name,매출액증가율(YoY),매출액증가율_순위,매출액증가율_하위(%),영업이익증가율(YoY),영업이익증가율_순위,영업이익증가율_하위(%),ROE,ROE_순위,ROE_하위(%),영업이익률,영업이익률_순위,영업이익률_하위(%),유동비율,유동비율_순위,유동비율_하위(%),부채비율,부채비율_순위,부채비율_하위(%)
60310,3S,4.151,1194.0,47.61,-46.617,1758.0,69.09,5.52,1012.0,39.77,-20.09,2175.0,86.93,184.322,1111.0,44.45,31.69,1851.0,72.46
95570,AJ네트웍스,8.289,926.0,36.91,-7.241,1245.0,48.92,5.004,1079.0,42.41,7.18,673.0,26.87,48.245,2390.0,95.67,287.127,178.0,6.93
6840,AK홀딩스,0.192,1509.0,60.18,-53.311,1824.0,71.69,-1.306,1687.0,66.33,2.9,1244.0,49.7,50.349,2378.0,95.19,328.655,144.0,5.6
54620,APS,128.918,55.0,2.15,21.681,763.0,29.96,-1.531,1699.0,66.8,-24.09,2207.0,88.2,64.811,2277.0,91.15,83.067,1060.0,41.48
265520,AP시스템,-3.164,1719.0,68.56,-21.508,1436.0,56.43,15.742,256.0,10.03,9.13,513.0,20.47,190.684,1075.0,43.01,78.224,1137.0,44.5
211270,AP위성,18.606,554.0,22.07,-27.514,1537.0,60.4,10.413,528.0,20.73,12.45,334.0,13.31,405.827,484.0,19.34,28.451,1913.0,74.89
109960,AP헬스케어,2.458,1310.0,52.23,412.534,84.0,3.26,-9.513,1966.0,77.3,5.89,824.0,32.91,169.226,1210.0,48.42,10.944,2354.0,92.17
139050,BF랩스,-39.791,2421.0,96.57,315.751,117.0,4.56,-73.694,2453.0,96.46,-56.83,2354.0,94.08,39.75,2419.0,96.84,95.087,920.0,36.0
27410,BGF,21.8,488.0,19.43,-8.817,1262.0,49.59,4.883,1092.0,42.92,12.72,321.0,12.79,272.671,739.0,29.56,16.146,2220.0,86.92
282330,BGF리테일,6.15,1055.0,42.06,-0.611,1128.0,44.32,17.287,213.0,8.34,2.89,1250.0,49.94,81.149,2131.0,85.3,187.349,369.0,14.41
126600,BGF에코머티리얼즈,27.535,381.0,15.16,-18.511,1399.0,54.97,3.328,1260.0,49.53,3.85,1094.0,43.7,181.422,1124.0,44.97,44.807,1597.0,62.51
138930,BNK금융지주,3.8,1217.0,48.52,9.329,938.0,36.85,6.874,858.0,33.71,8.73,542.0,21.63,,,,1267.746,15.0,0.55
1460,BYC,-1.897,1635.0,65.2,-13.33,1324.0,52.03,3.395,1251.0,49.17,14.43,265.0,10.56,256.172,799.0,31.96,26.755,1946.0,76.18
13720,CBI,-22.037,2281.0,90.98,78.836,393.0,15.41,-26.816,2220.0,87.29,5.76,840.0,33.55,132.966,1541.0,61.67,35.212,1779.0,69.64
83790,CG인바이츠,48.673,203.0,8.06,25.557,724.0,28.43,-38.941,2336.0,91.86,-535.12,2486.0,99.36,94.828,1963.0,78.57,115.619,748.0,29.26
1040,CJ,5.547,1095.0,43.66,24.934,734.0,28.82,0.848,1533.0,60.27,5.84,831.0,33.19,81.027,2134.0,85.42,167.643,441.0,17.23
79160,CJ CGV,26.655,398.0,15.84,54.759,491.0,19.27,-41.879,2351.0,92.45,3.88,1087.0,43.42,45.731,2400.0,96.08,593.03,74.0,2.86
35760,CJ ENM,19.756,527.0,20.99,-815.586,2493.0,97.99,-14.788,2066.0,81.24,2.0,1390.0,55.54,76.281,2184.0,87.42,153.302,511.0,19.98
311690,CJ 바이오사이언스,-37.821,2415.0,96.33,6.814,992.0,38.97,-44.003,2367.0,93.08,-987.76,2501.0,99.96,414.364,471.0,18.82,28.105,1921.0,75.21
120,CJ대한통운,2.965,1279.0,51.0,10.501,919.0,36.1,6.49,896.0,35.21,4.38,1018.0,40.66,92.875,1987.0,79.54,130.591,649.0,25.38
11150,CJ씨푸드,30.582,339.0,13.49,5.279,1015.0,39.87,6.209,930.0,36.55,2.25,1350.0,53.94,101.542,1897.0,75.93,106.962,821.0,32.12
97950,CJ제일제당,1.156,1426.0,56.86,20.241,779.0,30.59,3.012,1302.0,51.18,5.29,903.0,36.07,85.834,2068.0,82.78,146.267,548.0,21.43
51500,CJ프레시웨이,4.897,1145.0,45.65,-5.269,1206.0,47.38,6.983,839.0,32.97,2.92,1241.0,49.58,80.233,2142.0,85.74,276.609,195.0,7.6
58820,CMG제약,5.53,1097.0,43.74,-66.403,1942.0,76.33,1.419,1476.0,58.03,1.03,1525.0,60.94,180.668,1126.0,45.05,60.089,1359.0,53.19
23460,CNH,9.692,861.0,34.32,834.244,37.0,1.42,-275.572,2532.0,99.57,-42.75,2311.0,92.36,,,,-1633.28,2551.0,99.88
56730,CNT85,33.624,307.0,12.21,-259.673,2390.0,93.94,-1.881,1714.0,67.39,-2.1,1778.0,71.05,379.143,532.0,21.27,25.886,1969.0,77.09
65770,CS,10.431,823.0,32.8,-87.32,2069.0,81.32,6.077,951.0,37.37,-0.54,1703.0,68.05,393.564,503.0,20.1,28.962,1902.0,74.46
83660,CSA 코스믹,-18.404,2224.0,88.71,-36.12,1655.0,65.04,-32.17,2283.0,89.77,-10.37,2031.0,81.17,159.73,1305.0,52.22,109.834,800.0,31.3
590,CS홀딩스,-17.454,2204.0,87.91,16.652,832.0,32.68,10.447,523.0,20.54,15.72,220.0,8.76,1125.134,121.0,4.81,9.295,2404.0,94.12
12030,DB,28.098,371.0,14.76,-19.976,1414.0,55.56,23.506,109.0,4.25,5.04,935.0,37.35,87.947,2040.0,81.66,120.672,711.0,27.81
5830,DB손해보험,,,,8.498,963.0,37.83,18.819,171.0,6.69,11.11,397.0,15.83,,,,608.173,72.0,2.78
16610,DB증권,9.242,881.0,35.12,190.464,185.0,7.24,4.509,1137.0,44.69,4.69,980.0,39.14,,,,808.875,50.0,1.92
990,DB하이텍,-1.998,1645.0,65.6,-28.104,1547.0,60.79,12.264,408.0,16.01,16.87,191.0,7.6,376.931,535.0,21.39,19.801,2132.0,83.47
99520,DGI,59.506,155.0,6.15,-111.454,2182.0,85.76,4.658,1117.0,43.9,2.35,1331.0,53.18,1369.309,83.0,3.28,10.191,2381.0,93.22
60900,DGP,-35.189,2402.0,95.81,5.277,1016.0,39.91,-28.356,2244.0,88.24,-42.44,2308.0,92.24,142.181,1460.0,58.43,51.846,1481.0,57.97
300,DH오토넥스,-1.25,1600.0,63.81,-75.524,2003.0,78.73,0.0,1603.0,63.02,-22.63,2196.0,87.76,96.472,1939.0,77.61,154.341,502.0,19.62
290120,DH오토리드,14.772,661.0,26.34,4.848,1026.0,40.31,2.523,1360.0,53.46,6.12,794.0,31.71,123.733,1654.0,66.2,184.105,373.0,14.57
25440,DH오토웨어,-5.393,1834.0,73.14,-31.69,1601.0,62.92,-3.77,1798.0,70.69,0.51,1604.0,64.09,83.502,2105.0,84.26,372.712,128.0,4.97
15590,DKME,-0.457,1562.0,62.29,-22.21,1444.0,56.74,1.804,1437.0,56.49,7.34,661.0,26.39,184.967,1109.0,44.37,68.823,1250.0,48.92
210,DL,11.909,756.0,30.13,173.741,207.0,8.1,2.035,1411.0,55.47,7.35,659.0,26.31,108.973,1803.0,72.17,161.911,458.0,17.9
375500,DL이앤씨,4.097,1196.0,47.69,-18.059,1393.0,54.74,4.768,1106.0,43.47,3.26,1185.0,47.34,155.804,1344.0,53.78,100.433,875.0,34.23
68790,DMS,3.72,1223.0,48.76,19.502,789.0,30.99,10.845,494.0,19.39,20.25,121.0,4.8,169.783,1205.0,48.22,35.11,1782.0,69.76
7340,DN오토모티브,5.056,1131.0,45.09,6.633,996.0,39.13,17.852,197.0,7.71,15.22,242.0,9.64,147.265,1418.0,56.75,130.611,648.0,25.34
4840,DRB동일,2.021,1341.0,53.47,-38.989,1686.0,66.26,2.593,1346.0,52.91,2.91,1242.0,49.62,117.19,1723.0,68.96,88.695,987.0,38.62
241520,DSC인베스트먼트,15.08,654.0,26.06,-14.765,1338.0,52.58,9.571,585.0,22.97,38.71,24.0,0.92,104.269,1860.0,74.45,38.099,1727.0,67.61
155660,DSR,2.994,1274.0,50.8,-36.771,1662.0,65.32,6.416,906.0,35.6,5.12,922.0,36.83,137.845,1489.0,59.59,55.163,1439.0,56.33
69730,DSR제강,1.234,1418.0,56.54,-16.956,1371.0,53.87,-15.701,2078.0,81.71,9.05,518.0,20.67,240.432,863.0,34.52,35.955,1768.0,69.21
17860,DS단석,-10.156,2008.0,80.09,-84.014,2045.0,80.38,-3.659,1793.0,70.5,1.27,1495.0,59.74,102.601,1880.0,75.25,159.971,473.0,18.49
180400,DXVX,-17.693,2209.0,88.11,39.792,596.0,23.4,-228.053,2528.0,99.41,-63.62,2366.0,94.56,157.948,1324.0,52.98,342.442,138.0,5.37
92780,DYP,2.203,1326.0,52.87,-27.081,1532.0,60.2,6.539,893.0,35.09,2.25,1350.0,53.94,113.066,1760.0,70.44,194.193,349.0,13.63
17940,E1,42.984,233.0,9.26,133.545,262.0,10.26,3.375,1254.0,49.29,1.94,1394.0,55.7,91.637,2001.0,80.1,564.197,80.0,3.09
418620,E8,-37.649,2413.0,96.25,101.881,331.0,12.98,0.0,1603.0,63.02,-463.75,2482.0,99.2,92.874,1988.0,79.58,247.711,236.0,9.2
245620,EDGC,-65.407,2476.0,98.76,34.944,635.0,24.93,-209.605,2524.0,99.25,-41.27,2303.0,92.04,39.003,2426.0,97.12,2964.473,4.0,0.12
37370,EG,5.527,1099.0,43.81,-61.916,1905.0,74.87,-22.567,2172.0,85.41,-8.38,1995.0,79.73,16.091,2482.0,99.36,467.409,100.0,3.88
365550,ESR켄달스퀘어리츠,5.515,1102.0,43.93,19.063,799.0,31.38,2.024,1413.0,55.55,,,,166.624,1238.0,49.54,132.809,633.0,24.76
50120,ES큐브,-74.465,2491.0,99.36,-134.691,2248.0,88.36,1.08,1510.0,59.36,-23.14,2199.0,87.88,1286.258,100.0,3.96,5.249,2500.0,97.88
383220,F&F,-4.169,1768.0,70.51,-18.32,1397.0,54.9,24.591,99.0,3.86,23.77,81.0,3.2,121.966,1672.0,66.92,44.925,1595.0,62.44
7700,F&F 홀딩스,-4.43,1788.0,71.31,-19.056,1405.0,55.21,9.809,565.0,22.19,21.93,99.0,3.92,130.895,1570.0,62.84,19.685,2140.0,83.78
214270,FSN,51.27,185.0,7.34,-113.937,2188.0,86.0,-64.292,2429.0,95.52,0.31,1630.0,65.13,89.388,2026.0,81.1,238.776,258.0,10.07
130500,GH신소재,1.127,1429.0,56.98,71.709,418.0,16.4,6.638,883.0,34.7,9.16,512.0,20.43,82.357,2118.0,84.78,95.17,919.0,35.96
114090,GKL,-0.077,1537.0,61.29,-24.88,1488.0,58.47,8.011,726.0,28.52,9.67,483.0,19.27,221.207,932.0,37.28,49.012,1531.0,59.93
900290,GRT,13.177,712.0,28.37,92.533,351.0,13.76,13.149,346.0,13.57,17.45,179.0,7.12,274.834,733.0,29.32,82.144,1078.0,42.19
78930,GS,-2.622,1681.0,67.04,-17.777,1385.0,54.42,4.785,1105.0,43.43,12.1,346.0,13.79,94.168,1971.0,78.89,89.836,971.0,37.99
83450,GST,24.0,436.0,17.36,38.891,605.0,23.75,18.294,188.0,7.36,17.06,184.0,7.32,344.543,581.0,23.23,24.799,1996.0,78.14
6360,GS건설,-4.264,1771.0,70.63,-173.71,2318.0,91.11,5.293,1048.0,41.19,2.22,1358.0,54.26,95.955,1947.0,77.93,249.968,233.0,9.09
1250,GS글로벌,3.83,1216.0,48.48,1.778,1091.0,42.86,11.047,481.0,18.88,1.92,1398.0,55.86,140.745,1471.0,58.87,153.866,506.0,19.78
7070,GS리테일,4.426,1170.0,46.65,-18.054,1392.0,54.7,0.257,1589.0,62.47,2.06,1379.0,55.1,78.019,2161.0,86.5,138.303,599.0,23.42
499790,GS피앤엘,,,,,,,,,,-0.1,1672.0,66.81,14.842,2485.0,99.48,83.51,1052.0,41.17
297890,HB솔루션,36.77,279.0,11.09,185.948,191.0,7.47,-9.209,1961.0,77.1,14.7,253.0,10.08,211.583,975.0,39.01,32.768,1834.0,71.8
440290,HB인베스트먼트,-26.137,2329.0,92.9,,,,8.281,692.0,27.18,42.86,17.0,0.64,,,,5.225,2501.0,97.92
78150,HB테크놀러지,45.43,220.0,8.74,-25.159,1495.0,58.75,-18.167,2115.0,83.16,-10.17,2028.0,81.05,143.697,1445.0,57.83,35.882,1769.0,69.25
12630,HDC,4.942,1141.0,45.49,10.253,929.0,36.49,5.199,1056.0,41.5,5.56,865.0,34.55,148.238,1410.0,56.43,143.161,565.0,22.09
39570,HDC랩스,3.715,1225.0,48.84,-39.108,1688.0,66.34,7.215,810.0,31.83,1.02,1528.0,61.06,179.018,1141.0,45.65,63.795,1317.0,51.55
89470,HDC현대EP,-1.741,1626.0,64.84,-1.103,1134.0,44.55,4.895,1090.0,42.84,3.3,1177.0,47.02,171.566,1190.0,47.62,89.651,975.0,38.15
294870,HDC현대산업개발,1.562,1383.0,55.15,-5.466,1211.0,47.58,5.087,1070.0,42.05,4.34,1023.0,40.86,153.286,1363.0,54.55,139.578,591.0,23.11
9540,HD한국조선해양,19.921,524.0,20.87,408.073,86.0,3.34,10.967,485.0,19.04,5.62,855.0,34.15,105.725,1839.0,73.61,159.393,476.0,18.61
267250,HD현대,10.491,815.0,32.48,46.841,541.0,21.23,7.78,760.0,29.86,4.4,1014.0,40.5,110.082,1794.0,71.81,179.956,391.0,15.28
267270,HD현대건설기계,-10.115,2007.0,80.05,-25.972,1508.0,59.26,4.823,1099.0,43.19,5.54,871.0,34.79,198.661,1033.0,41.33,85.337,1027.0,40.19
443060,HD현대마린솔루션,22.021,479.0,19.07,34.872,637.0,25.01,44.981,22.0,0.83,15.57,224.0,8.92,313.914,649.0,25.95,48.956,1533.0,60.01
71970,HD현대마린엔진,29.229,355.0,14.13,80.604,386.0,15.14,28.34,62.0,2.4,10.51,423.0,16.87,162.45,1276.0,51.06,59.988,1360.0,53.23
10620,HD현대미포,14.632,663.0,26.42,-157.893,2294.0,90.17,5.495,1017.0,39.97,1.91,1401.0,55.98,102.993,1873.0,74.97,142.537,570.0,22.29
322000,HD현대에너지솔루션,-22.66,2290.0,91.34,-80.033,2033.0,79.91,0.031,1601.0,62.94,0.83,1557.0,62.22,454.525,418.0,16.7,22.747,2047.0,80.14
42670,HD현대인프라코어,-11.705,2058.0,82.08,-55.97,1856.0,72.95,5.923,972.0,38.2,4.48,1002.0,40.02,155.024,1347.0,53.9,132.089,639.0,24.99
267260,HD현대일렉트릭,22.923,458.0,18.24,112.225,302.0,11.84,38.869,29.0,1.1,20.14,123.0,4.88,138.113,1486.0,59.47,151.775,521.0,20.37
329180,HD현대중공업,21.084,499.0,19.87,294.774,121.0,4.72,11.391,462.0,18.14,4.87,955.0,38.14,88.19,2038.0,81.58,239.927,256.0,9.99
97230,HJ중공업,-12.771,2087.0,83.24,-106.666,2162.0,84.98,1.527,1466.0,57.63,0.39,1617.0,64.61,69.009,2243.0,89.79,541.948,83.0,3.21
195940,HK이노엔,8.232,930.0,37.07,33.815,646.0,25.36,5.017,1077.0,42.33,9.83,472.0,18.83,83.081,2110.0,84.46,51.0,1495.0,58.52
14790,HL D&I,0.436,1490.0,59.42,14.267,861.0,33.82,4.601,1125.0,44.22,3.67,1113.0,44.46,95.049,1957.0,78.33,258.744,220.0,8.58
28300,HLB,58.799,158.0,6.26,-5.206,1205.0,47.35,-17.047,2099.0,82.53,-173.97,2441.0,97.56,107.195,1825.0,73.05,36.084,1764.0,69.06
3580,HLB글로벌,23.033,457.0,18.2,-71.585,1982.0,77.9,-12.253,2020.0,79.43,-3.73,1858.0,74.25,132.626,1545.0,61.83,42.974,1630.0,63.81
278650,HLB바이오스텝,10.139,845.0,33.68,915.941,34.0,1.3,-8.796,1950.0,76.67,-22.29,2193.0,87.64,134.985,1517.0,60.71,44.1,1610.0,63.02
67630,HLB생명과학,4.337,1176.0,46.89,1.165,1104.0,43.37,1.97,1416.0,55.66,-24.27,2208.0,88.24,290.011,705.0,28.19,35.151,1781.0,69.72
24850,HLB이노베이션,23.198,450.0,17.92,1167.353,26.0,0.98,-8.005,1927.0,75.77,-46.86,2321.0,92.76,409.597,478.0,19.1,6.361,2474.0,96.87
187420,HLB제넥스,31.181,328.0,13.05,-80.172,2035.0,79.98,-65.708,2432.0,95.63,-5.3,1925.0,76.93,107.254,1824.0,73.01,418.267,115.0,4.47
47920,HLB제약,0.831,1451.0,57.86,-107.543,2164.0,85.06,1.975,1415.0,55.63,1.07,1517.0,60.62,164.064,1262.0,50.5,35.68,1773.0,69.41
115450,HLB테라퓨틱스,4.452,1167.0,46.53,-12.629,1315.0,51.67,-13.277,2042.0,80.29,-13.88,2090.0,83.53,169.647,1206.0,48.26,20.853,2108.0,82.53
46210,HLB파나진,7.712,958.0,38.19,-25.957,1507.0,59.22,-2.986,1758.0,69.12,-10.32,2029.0,81.09,242.025,858.0,34.32,43.983,1612.0,63.1
196300,HLB펩,11.016,787.0,31.36,-19.016,1404.0,55.17,-85.444,2472.0,97.21,-87.33,2398.0,95.84,71.0,2227.0,89.15,206.952,309.0,12.06
204320,HL만도,5.422,1107.0,44.13,28.461,684.0,26.86,6.294,924.0,36.31,4.06,1062.0,42.42,126.767,1621.0,64.88,163.849,455.0,17.78
60980,HL홀딩스,6.655,1008.0,40.18,-1.878,1146.0,45.03,1.912,1426.0,56.06,6.6,737.0,29.43,65.38,2271.0,90.91,122.695,694.0,27.14
11200,HMM,39.272,255.0,10.14,500.723,69.0,2.67,15.344,269.0,10.54,30.02,49.0,1.92,763.488,210.0,8.37,21.515,2088.0,81.75
403870,HPSP,1.29,1415.0,56.42,-1.324,1136.0,44.63,31.092,45.0,1.73,51.79,8.0,0.28,580.35,303.0,12.09,15.108,2245.0,87.9
36640,HRS,2.642,1302.0,51.92,19.322,791.0,31.07,12.743,371.0,14.56,18.62,156.0,6.2,869.771,178.0,7.09,10.739,2362.0,92.48
35000,HS애드,1.167,1424.0,56.78,11.833,900.0,35.35,11.764,443.0,17.39,5.33,895.0,35.75,146.28,1426.0,57.07,172.554,420.0,16.41
2460,HS화성,-32.518,2380.0,94.93,-6.019,1223.0,48.05,3.58,1228.0,48.27,3.87,1089.0,43.5,141.132,1468.0,58.75,117.652,733.0,28.67
487570,HS효성,,,,,,,,,,1.9,1405.0,56.14,120.907,1683.0,67.36,106.653,825.0,32.28
298050,HS효성첨단소재,3.401,1250.0,49.84,26.22,706.0,27.72,7.78,760.0,29.86,6.64,728.0,29.07,63.327,2295.0,91.87,230.133,268.0,10.46
15360,INVENI,1.596,1380.0,55.03,84.084,373.0,14.63,5.833,980.0,38.51,2.09,1377.0,55.02,78.052,2160.0,86.46,154.645,500.0,19.55
95340,ISC,24.431,428.0,17.04,317.114,116.0,4.52,11.017,483.0,18.96,25.67,66.0,2.6,775.006,206.0,8.21,11.42,2343.0,91.74
175330,JB금융지주,10.25,835.0,33.28,13.263,874.0,34.33,12.785,367.0,14.4,19.6,137.0,5.44,,,,1065.488,25.0,0.94
950170,JTC,341.118,17.0,0.64,-253.822,2388.0,93.87,27.533,65.0,2.52,15.41,230.0,9.16,207.866,982.0,39.29,222.766,277.0,10.81
234080,JW생명과학,7.55,965.0,38.47,16.188,841.0,33.03,24.449,103.0,4.01,16.12,211.0,8.4,131.785,1562.0,62.52,62.301,1340.0,52.45
67290,JW신약,-10.765,2035.0,81.17,76.849,403.0,15.81,23.606,108.0,4.21,10.7,413.0,16.47,83.981,2097.0,83.94,137.249,605.0,23.66
1060,JW중외제약,-3.894,1752.0,69.87,-17.762,1384.0,54.38,21.865,122.0,4.76,11.47,373.0,14.87,146.88,1420.0,56.83,83.497,1053.0,41.21
96760,JW홀딩스,-4.349,1781.0,71.03,1.12,1106.0,43.45,28.222,63.0,2.44,16.51,200.0,7.96,90.647,2006.0,80.3,139.858,586.0,22.91
35900,JYP Ent.,6.229,1048.0,41.78,-24.304,1478.0,58.08,22.185,119.0,4.64,21.31,104.0,4.12,207.213,988.0,39.53,40.569,1679.0,65.73
318000,KBG,15.407,643.0,25.62,-26.745,1527.0,60.01,8.662,653.0,25.65,12.67,325.0,12.95,497.946,357.0,14.26,14.977,2247.0,87.97
24840,KBI메탈,2.577,1305.0,52.04,123.747,275.0,10.77,1.299,1489.0,58.54,2.49,1310.0,52.34,179.661,1137.0,45.49,97.664,900.0,35.21
105560,KB금융,9.77,857.0,34.16,26.002,714.0,28.04,8.491,672.0,26.4,9.46,494.0,19.71,,,,1166.979,21.0,0.78
415640,KB발해인프라,,,,,,,,,,,,,,,,,,
432320,KB스타리츠,128.292,56.0,2.19,-150.291,2279.0,89.58,11.492,453.0,17.78,,,,759.953,212.0,8.45,177.179,399.0,15.59
24120,KB오토시스,3.193,1258.0,50.16,14.584,858.0,33.7,2.585,1347.0,52.95,2.2,1362.0,54.42,120.524,1685.0,67.44,102.3,863.0,33.76
21320,KCC건설,-4.323,1778.0,70.91,255.966,136.0,5.31,3.344,1258.0,49.45,3.54,1137.0,45.42,133.587,1536.0,61.47,190.75,361.0,14.1
9440,KC그린홀딩스,-34.421,2398.0,95.65,173.158,211.0,8.26,-2.568,1743.0,68.53,-15.48,2117.0,84.61,103.867,1867.0,74.73,67.232,1270.0,49.71
119650,KC코트렐,-20.998,2269.0,90.5,243.273,140.0,5.47,-48.542,2386.0,93.82,-20.41,2179.0,87.09,137.827,1491.0,59.67,244.824,244.0,9.52
44180,KD,-12.137,2071.0,82.6,-33.633,1626.0,63.9,12.562,385.0,15.11,1.85,1414.0,56.5,119.022,1703.0,68.16,690.103,64.0,2.47
92220,KEC,17.51,593.0,23.62,-59.785,1886.0,74.13,-3.118,1765.0,69.39,-5.46,1931.0,77.17,297.592,691.0,27.63,29.031,1900.0,74.38
46440,KG모빌리언스,-4.818,1805.0,71.99,-77.476,2013.0,79.12,2.362,1382.0,54.33,2.79,1264.0,50.5,211.744,972.0,38.89,55.185,1438.0,56.29
3620,KG모빌리티,4.515,1163.0,46.37,-88.58,2077.0,81.64,2.704,1333.0,52.4,0.04,1666.0,66.57,115.189,1741.0,69.68,118.54,726.0,28.4
16380,KG스틸,-3.757,1743.0,69.51,-26.531,1523.0,59.85,6.88,856.0,33.63,6.24,780.0,31.15,104.951,1854.0,74.21,70.459,1234.0,48.3
151860,KG에코솔루션,0.382,1497.0,59.7,-26.872,1528.0,60.05,7.395,794.0,31.2,3.11,1210.0,48.34,102.299,1886.0,75.49,109.988,797.0,31.18
35600,KG이니시스,0.71,1464.0,58.38,-42.609,1718.0,67.52,6.172,936.0,36.78,4.5,997.0,39.82,86.434,2056.0,82.3,147.681,539.0,21.07
1390,KG케미칼,-0.783,1574.0,62.77,-27.968,1543.0,60.64,6.167,938.0,36.86,3.6,1120.0,44.74,97.251,1936.0,77.49,116.214,743.0,29.06
226360,KH 건설,-12.067,2067.0,82.44,-85.268,2057.0,80.85,-20.041,2143.0,84.26,-3.21,1836.0,73.37,246.625,832.0,33.28,33.452,1819.0,71.21
111870,KH 미래물산,29.215,356.0,14.17,-52.844,1817.0,71.41,-28.925,2249.0,88.43,-40.97,2301.0,91.96,446.53,430.0,17.18,21.6,2085.0,81.63
33180,KH 필룩스,18.44,565.0,22.51,-23.618,1467.0,57.65,-12.802,2031.0,79.86,-5.13,1915.0,76.53,32.539,2446.0,97.92,115.369,750.0,29.34
60720,KH바텍,-14.457,2134.0,85.12,-34.96,1644.0,64.61,8.368,687.0,26.99,7.03,688.0,27.47,124.82,1643.0,65.76,47.554,1559.0,61.03
1940,KISCO홀딩스,-34.29,2397.0,95.61,-102.43,2134.0,83.88,2.868,1313.0,51.61,-0.36,1691.0,67.57,1286.382,99.0,3.92,9.581,2396.0,93.81
58400,KNN,4.199,1189.0,47.41,-25.918,1506.0,59.18,3.723,1214.0,47.72,6.55,746.0,29.79,532.831,328.0,13.1,7.236,2451.0,95.97
25000,KPX케미칼,0.247,1506.0,60.06,-22.191,1442.0,56.67,9.477,591.0,23.21,4.97,949.0,37.9,291.58,701.0,28.03,25.58,1977.0,77.4
92230,KPX홀딩스,1.403,1402.0,55.91,-21.785,1440.0,56.59,7.884,743.0,29.19,4.18,1039.0,41.5,264.381,766.0,30.64,30.176,1882.0,73.68
40,KR모터스,20.617,508.0,20.23,-20.196,1416.0,55.64,-51.673,2396.0,94.22,-30.81,2249.0,89.88,39.525,2421.0,96.92,161.229,465.0,18.17
44450,KSS해운,9.591,864.0,34.44,17.792,816.0,32.05,12.087,422.0,16.56,20.1,128.0,5.08,48.244,2391.0,95.71,257.321,221.0,8.62
101000,KS인더스트리,2.345,1318.0,52.55,-37.43,1668.0,65.55,-19.567,2135.0,83.95,-3.04,1831.0,73.17,139.575,1476.0,59.07,78.703,1129.0,44.18
58850,KTcs,8.304,923.0,36.79,-62.767,1907.0,74.95,3.382,1253.0,49.25,0.62,1590.0,63.53,155.935,1341.0,53.66,114.384,762.0,29.81
58860,KTis,1.845,1351.0,53.87,2.268,1081.0,42.47,5.755,990.0,38.91,3.48,1146.0,45.78,104.993,1852.0,74.13,125.814,669.0,26.17
89600,KT나스미디어,-2.873,1695.0,67.6,-2.813,1164.0,45.73,-1.892,1716.0,67.47,13.99,283.0,11.28,174.288,1172.0,46.9,105.802,836.0,32.71
418470,KT밀리의서재,28.328,367.0,14.6,5.721,1011.0,39.72,17.951,194.0,7.59,15.15,246.0,9.8,480.949,380.0,15.18,25.225,1983.0,77.63
43610,KT지니뮤직,-1.767,1628.0,64.92,-20.62,1426.0,56.04,-5.938,1869.0,73.49,4.04,1064.0,42.5,150.703,1385.0,55.43,55.894,1426.0,55.82
122450,KX,0.181,1511.0,60.26,-3.73,1182.0,46.44,24.586,100.0,3.89,14.79,251.0,10.0,107.575,1822.0,72.93,100.183,877.0,34.31
52900,KX하이텍,-14.49,2135.0,85.16,13.357,871.0,34.21,7.9,741.0,29.11,6.96,695.0,27.75,178.823,1143.0,45.73,62.897,1327.0,51.94
36560,KZ정밀,-18.737,2232.0,89.03,-26.945,1531.0,60.17,4.689,1112.0,43.71,13.49,302.0,12.04,442.564,438.0,17.5,25.306,1982.0,77.59
61970,LB세미콘,8.155,935.0,37.27,48.157,531.0,20.84,-6.463,1883.0,74.04,-4.17,1883.0,75.25,63.723,2291.0,91.71,132.803,634.0,24.79
309960,LB인베스트먼트,9.699,859.0,34.24,28.229,690.0,27.09,7.317,801.0,31.47,35.87,30.0,1.16,1459.866,71.0,2.8,8.921,2419.0,94.71
93050,LF,2.922,1284.0,51.2,119.835,290.0,11.36,5.198,1057.0,41.54,6.45,757.0,30.23,251.649,815.0,32.6,64.429,1303.0,51.0
3550,LG,-3.624,1740.0,69.39,-39.155,1690.0,66.42,2.867,1314.0,51.65,13.47,304.0,12.12,225.593,912.0,36.48,12.465,2323.0,90.95
34220,LG디스플레이,24.774,423.0,16.84,-77.667,2016.0,79.24,-28.608,2246.0,88.32,-2.11,1779.0,71.09,63.831,2290.0,91.67,307.04,161.0,6.27
51900,LG생활건강,0.104,1515.0,60.42,-5.736,1215.0,47.74,3.63,1222.0,48.03,6.74,718.0,28.67,220.391,936.0,37.44,30.248,1880.0,73.6
64400,LG씨엔에스,6.732,1003.0,39.98,10.52,918.0,36.06,18.287,189.0,7.4,8.57,554.0,22.11,185.46,1105.0,44.21,112.195,779.0,30.47
373220,LG에너지솔루션,-24.08,2307.0,92.02,-73.402,1994.0,78.37,1.224,1496.0,58.81,2.25,1350.0,53.94,127.146,1614.0,64.6,94.748,923.0,36.11
32640,LG유플러스,1.757,1360.0,54.23,-13.517,1326.0,52.1,3.59,1226.0,48.19,5.9,822.0,32.83,102.885,1876.0,75.09,124.759,677.0,26.48
11070,LG이노텍,2.89,1287.0,51.32,-15.019,1343.0,52.77,8.924,630.0,24.74,3.33,1170.0,46.74,147.998,1413.0,56.55,112.523,777.0,30.4
