ticker,corp_name,매출액증가율(YoY),매출액증가율_순위,매출액증가율_하위(%),영업이익증가율(YoY),영업이익증가율_순위,영업이익증가율_하위(%)
008600,윌비스,0.582,1477.0,58.9,199.745,172.0,6.72
335870,윙스풋,-9.875,1999.0,79.73,-52.472,1813.0,71.25
900340,윙입푸드,9.626,863.0,34.4,-18.34,1398.0,54.94
033270,유나이티드,3.5,1244.0,49.6,2.427,1075.0,42.23
014830,유니드,-1.948,1643.0,65.52,197.624,173.0,6.76
446070,유니드비티플러스,15.468,641.0,25.54,-175.013,2322.0,91.27
036200,유니셈,-6.01,1870.0,74.58,-42.637,1719.0,67.56
018000,유니슨,-76.115,2492.0,99.4,-36.064,1653.0,64.96
000910,유니온,-2.889,1696.0,67.64,475.001,73.0,2.83
047400,유니온머티리얼,-6.958,1906.0,76.02,253.498,137.0,5.35
203450,유니온바이오메트릭스,10.437,822.0,32.76,81.278,384.0,15.06
011330,유니켐,-37.005,2411.0,96.17,-232.142,2374.0,93.31
077500,유니퀘스트,6.691,1006.0,40.1,0.449,1114.0,43.77
011320,유니크,13.937,684.0,27.25,-10.644,1282.0,50.37
086390,유니테스트,-44.904,2436.0,97.17,-428.151,2451.0,96.34
241690,유니테크노,3.18,1259.0,50.2,-29.07,1563.0,61.42
142210,유니트론텍,19.093,540.0,21.51,16.826,830.0,32.6
389680,유디엠텍,-18.12,2216.0,88.39,-1396.626,2515.0,98.86
088340,유라클,4.003,1203.0,47.96,-36.57,1661.0,65.28
048430,유라테크,-3.984,1760.0,70.19,74.189,410.0,16.08
206650,유바이오로직스,38.448,261.0,10.38,345.783,106.0,4.13
089850,유비벨록스,11.677,762.0,30.37,-30.901,1590.0,62.49
084440,유비온,4.557,1161.0,46.29,-624.764,2481.0,97.52
032620,유비케어,23.732,442.0,17.6,47.12,540.0,21.2
264450,유비쿼스,-30.933,2369.0,94.49,-57.399,1870.0,73.5
078070,유비쿼스홀딩스,-26.778,2332.0,93.02,-55.986,1857.0,72.98
002920,유성기업,4.217,1187.0,47.33,-105.907,2155.0,84.7
024800,유성티엔에스,-35.592,2404.0,95.89,135.078,257.0,10.07
000700,유수홀딩스,27.533,382.0,15.2,-16.692,1366.0,53.68
054930,유신,-0.433,1559.0,62.17,-68.252,1959.0,77.0
069330,유아이디,1.112,1433.0,57.14,-174.993,2321.0,91.23
049520,유아이엘,27.853,377.0,15.0,148.608,239.0,9.36
003470,유안타증권,-4.983,1815.0,72.39,-26.619,1524.0,59.89
263770,유에스티,-24.574,2312.0,92.22,-50.929,1804.0,70.9
072130,유엔젤,44.78,224.0,8.9,-144.375,2267.0,89.11
000220,유유제약,-2.961,1702.0,67.88,3108.821,9.0,0.31
388720,유일로보틱스,19.401,533.0,21.23,-106.136,2157.0,84.78
340930,유일에너테크,55.006,168.0,6.66,65.425,440.0,17.26
023410,유진기업,-5.438,1836.0,73.22,-34.864,1642.0,64.53
056080,유진로봇,35.116,293.0,11.65,-20.923,1429.0,56.15
001200,유진증권,0.3,1504.0,59.98,115.753,295.0,11.56
084370,유진테크,22.252,476.0,18.95,151.491,232.0,9.08
240600,유진테크놀로지,-34.473,2399.0,95.69,-161.659,2302.0,90.48
221800,유투바이오,-18.679,2230.0,88.95,133.681,260.0,10.18
179900,유티아이,-4.137,1766.0,70.43,63.412,445.0,17.46
263050,유틸렉스,7136.097,1.0,0.0,-10.997,1288.0,50.61
000100,유한양행,11.232,778.0,31.01,-3.773,1183.0,46.48
003460,유화증권,,,,-2940.569,2532.0,99.53
191410,육일씨엔에쓰,29.37,351.0,13.97,-152.031,2284.0,89.78
372170,윤성에프앤씨,-13.279,2102.0,83.84,20.549,775.0,30.44
146060,율촌,7.648,963.0,38.39,25.162,730.0,28.67
008730,율촌화학,10.275,832.0,33.16,13.297,872.0,34.25
072770,율호,44.607,225.0,8.94,38.359,609.0,23.91
008250,이건산업,4.947,1140.0,45.45,51.289,512.0,20.09
039020,이건홀딩스,8.474,914.0,36.43,102.784,329.0,12.9
025820,이구산업,8.981,896.0,35.71,146.378,242.0,9.48
067920,이글루,,,,-19.482,1407.0,55.29
044960,이글벳,-2.517,1673.0,66.72,4.258,1039.0,40.82
303530,이노뎁,3.264,1256.0,50.08,-404.193,2445.0,96.11
296640,이노룰스,52.84,179.0,7.1,-293.161,2412.0,94.81
302430,이노메트리,-36.747,2410.0,96.13,-188.052,2336.0,91.82
214320,이노션,1.323,1411.0,56.26,3.763,1054.0,41.41
462350,이노스페이스,-93.645,2503.0,99.84,106.567,317.0,12.43
274400,이노시뮬레이션,-52.082,2454.0,97.89,2993.726,10.0,0.35
073490,이노와이어리스,38.108,265.0,10.53,-76.289,2007.0,78.88
215790,이노인스트루먼트,-6.147,1877.0,74.86,45.403,550.0,21.59
344860,이노진,-11.449,2050.0,81.76,-48.588,1777.0,69.84
088390,이녹스,-8.967,1970.0,78.57,26.108,710.0,27.88
272290,이녹스첨단소재,9.252,879.0,35.04,105.883,319.0,12.5
053350,이니텍,-14.828,2143.0,85.47,-106.513,2161.0,84.94
452400,이닉스,-12.088,2068.0,82.48,-114.234,2189.0,86.04
264850,이랜시스,4.541,1162.0,46.33,7.473,976.0,38.34
054210,이랜텍,-25.98,2327.0,92.82,-47.112,1763.0,69.29
009730,이렘,43.047,232.0,9.22,-582.37,2476.0,97.33
065440,이루온,22.282,474.0,18.87,2.047,1087.0,42.71
088260,이리츠코크렙,1.602,1379.0,54.99,1.448,1098.0,43.14
139480,이마트,-1.531,1616.0,64.45,-200.347,2354.0,92.53
115610,이미지스,-19.35,2240.0,89.35,125.41,272.0,10.66
131400,이브이첨단소재,30.452,340.0,13.53,-144.472,2269.0,89.19
351330,이삭엔지니어링,-31.901,2377.0,94.81,-3487.029,2534.0,99.61
080010,이상네트웍스,18.841,549.0,21.87,36.947,620.0,24.34
457190,이수스페셜티케미컬,182.544,35.0,1.36,-332.143,2428.0,95.44
086890,이수앱지스,10.962,792.0,31.56,244.862,139.0,5.43
007660,이수페타시스,23.919,437.0,17.4,63.874,444.0,17.42
005950,이수화학,-3.972,1759.0,70.15,-8.163,1254.0,49.27
015020,이스타코,-13.405,2105.0,83.96,97.844,338.0,13.25
047560,이스트소프트,,,,51.076,516.0,20.25
900110,이스트아시아홀딩스,15.396,644.0,25.66,39.372,602.0,23.63
239340,이스트에이드,18.511,560.0,22.31,-22.194,1443.0,56.7
067010,이씨에스,-8.755,1965.0,78.37,-65.158,1933.0,75.97
093230,이아이디,-9.867,1997.0,79.65,-140.558,2258.0,88.75
456070,이엔셀,-31.509,2375.0,94.73,33.416,647.0,25.4
102710,이엔에프테크놀로지,9.665,862.0,34.36,148.519,240.0,9.4
074610,이엔플러스,29.911,343.0,13.65,-6.425,1231.0,48.37
041520,이엘씨,81.368,104.0,4.11,-35.921,1652.0,64.92
063760,이엘피,30.818,336.0,13.37,-25.453,1501.0,58.99
123570,이엠넷,3.693,1230.0,49.04,29.792,673.0,26.43
083470,이엠앤아이,21.078,500.0,19.91,-174.135,2319.0,91.15
095190,이엠코리아,19.012,542.0,21.59,-26.726,1526.0,59.97
091120,이엠텍,-36.387,2407.0,96.01,109.012,313.0,12.27
102460,이연제약,-1.835,1632.0,65.08,-98.035,2121.0,83.37
039030,이오테크닉스,1.456,1398.0,55.75,0.835,1110.0,43.61
294090,이오플로우,-23.649,2303.0,91.86,54.975,489.0,19.19
088290,이원컴포텍,11.408,773.0,30.81,180.93,197.0,7.71
084680,이월드,-5.918,1862.0,74.26,-105.299,2150.0,84.51
353810,이지바이오,132.385,52.0,2.04,57.001,479.0,18.8
350520,이지스레지던스리츠,105.739,76.0,2.99,217.276,161.0,6.29
334890,이지스밸류플러스리츠,-20.453,2257.0,90.02,-11.95,1302.0,51.16
099750,이지케어텍,-7.166,1913.0,76.3,-105.73,2153.0,84.62
377330,이지트로닉스,3.71,1226.0,48.88,1.522,1096.0,43.06
035810,이지홀딩스,5.316,1116.0,44.49,18.901,800.0,31.42
092130,이크레더블,9.701,858.0,34.2,18.684,803.0,31.54
096040,이트론,-45.05,2438.0,97.25,-0.606,1127.0,44.28
134060,이퓨쳐,5.048,1132.0,45.13,-26.419,1517.0,59.61
001840,이화공영,-27.244,2336.0,93.18,3710.225,7.0,0.24
000760,이화산업,4.873,1147.0,45.73,-142.571,2261.0,88.87
024810,이화전기,-1.071,1590.0,63.41,-51.379,1808.0,71.06
014990,인디에프,-9.298,1976.0,78.81,-69.346,1969.0,77.39
041830,인바디,20.025,520.0,20.71,-4.197,1191.0,46.8
352940,인바이오,4.79,1150.0,45.85,-141.9,2259.0,88.79
101140,인바이오젠,12.823,730.0,29.09,-0.955,1132.0,44.48
079950,인베니아,-3.771,1745.0,69.59,-23.227,1459.0,57.33
389470,인벤티지랩,170.899,40.0,1.56,18.812,802.0,31.5
277410,인산가,-12.912,2090.0,83.36,-85.828,2061.0,81.01
060150,인선이엔티,-5.48,1842.0,73.46,-10.184,1278.0,50.22
033230,인성정보,-1.548,1617.0,64.49,-191.035,2345.0,92.17
450520,인스웨이브,-6.72,1899.0,75.74,-169.355,2313.0,90.92
006490,인스코비,0.724,1463.0,58.34,-947.411,2505.0,98.47
465480,인스피언,18.353,569.0,22.67,-6.157,1225.0,48.13
037330,인지디스플레,6.606,1014.0,40.42,-14.274,1331.0,52.3
100030,인지소프트,-21.96,2280.0,90.94,-72.125,1986.0,78.06
023800,인지컨트롤스,2.406,1316.0,52.47,26.145,709.0,27.84
034590,인천도시가스,20.769,505.0,20.11,17.582,823.0,32.32
211050,인카금융서비스,49.466,196.0,7.78,85.216,366.0,14.35
083640,인콘,-22.562,2288.0,91.26,-37.045,1665.0,65.43
064090,인크레더블버즈,-33.908,2394.0,95.49,521.687,66.0,2.56
216050,인크로스,4.27,1183.0,47.17,-20.642,1427.0,56.08
049070,인탑스,6.459,1028.0,40.98,-79.326,2028.0,79.71
119610,인터로조,-2.898,1697.0,67.68,12.016,897.0,35.23
017250,인터엠,18.395,566.0,22.55,-59.117,1881.0,73.93
129260,인터지스,14.638,662.0,26.38,3.626,1055.0,41.45
051370,인터플렉스,13.536,696.0,27.73,58.788,469.0,18.4
064290,인텍플러스,12.127,749.0,29.85,40.531,589.0,23.12
189300,인텔리안테크,-15.497,2163.0,86.27,-281.284,2402.0,94.42
287840,인투셀,79.722,107.0,4.23,-43.701,1726.0,67.83
150840,인트로메딕,4.09,1197.0,47.73,-58.317,1874.0,73.65
048530,인트론바이오,-33.046,2386.0,95.17,59.449,465.0,18.25
023810,인팩,3.864,1214.0,48.4,-14.887,1340.0,52.65
115310,인포바인,10.488,817.0,32.56,1.454,1097.0,43.1
039290,인포뱅크,0.0,1523.0,60.73,133.34,263.0,10.3
071200,인피니트헬스케어,14.8,660.0,26.3,109.54,310.0,12.15
101930,인화정공,-10.743,2033.0,81.09,110.013,307.0,12.03
249420,일동제약,2.361,1317.0,52.51,-124.319,2220.0,87.26
000230,일동홀딩스,2.995,1273.0,50.76,-96.969,2114.0,83.09
013360,일성건설,-17.661,2208.0,88.07,-699.921,2487.0,97.76
003120,일성아이에스,-11.575,2053.0,81.88,19.086,798.0,31.34
333430,일승,-2.225,1652.0,65.88,30.612,667.0,26.19
068330,일신바이오,-34.185,2396.0,95.57,-63.598,1914.0,75.23
003200,일신방직,-2.921,1699.0,67.76,-987.773,2508.0,98.58
007110,일신석재,-22.235,2285.0,91.14,-17.451,1379.0,54.19
007570,일양약품,0.822,1453.0,57.94,-32.838,1620.0,63.66
178780,일월지엠엘,59.293,156.0,6.19,-1358.175,2513.0,98.78
008500,일정실업,35.066,294.0,11.69,-561.021,2475.0,97.29
019540,일지테크,20.495,513.0,20.43,-30.973,1592.0,62.56
081000,일진다이아,1.679,1370.0,54.63,6.281,1003.0,39.4
020760,일진디스플,64.089,138.0,5.47,-117.454,2203.0,86.59
103590,일진전기,26.511,400.0,15.92,31.248,664.0,26.07
094820,일진파워,1.185,1422.0,56.7,-21.704,1439.0,56.55
271940,일진하이솔루스,0.708,1466.0,58.46,-2.894,1166.0,45.81
015860,일진홀딩스,22.293,473.0,18.83,26.083,711.0,27.92
226320,잇츠한불,5.154,1123.0,44.77,59.579,463.0,18.17
950140,잉글우드랩,-15.663,2165.0,86.35,-37.66,1671.0,65.67
049550,잉크테크,17.717,587.0,23.38,-29.505,1569.0,61.66
389020,자람테크놀로지,90.744,93.0,3.67,-117.068,2200.0,86.47
254120,자비스,31.015,330.0,13.13,43.446,563.0,22.1
043910,자연과환경,-41.569,2426.0,96.77,-146.746,2274.0,89.38
234920,자이글,191.261,33.0,1.28,-43.536,1721.0,67.64
289220,자이언트스텝,18.386,567.0,22.59,-33.641,1627.0,63.94
317400,자이에스앤디,-33.54,2390.0,95.33,-98.123,2122.0,83.41
033240,자화전자,35.328,290.0,11.53,-374.896,2441.0,95.95
174880,장원테크,30.992,332.0,13.21,-295.786,2415.0,94.93
049630,재영솔루텍,29.356,352.0,14.01,49.493,524.0,20.57
417840,저스템,7.7,960.0,38.27,-1579.957,2520.0,99.06
000950,전방,-39.607,2420.0,96.53,-73.937,1998.0,78.53
079900,전진건설로봇,7.208,983.0,39.19,-4.74,1197.0,47.03
110020,전진바이오팜,22.909,460.0,18.32,-193.043,2347.0,92.25
208140,정다운,-1.906,1638.0,65.32,-58.892,1878.0,73.81
040420,정상제이엘에스,-6.627,1898.0,75.7,-38.203,1679.0,65.99
045510,정원엔시스,8.177,933.0,37.19,-45.118,1743.0,68.5
217190,제너셈,21.76,489.0,19.47,83.655,374.0,14.67
095700,제넥신,-33.748,2393.0,95.45,-9.687,1274.0,50.06
072520,제넨바이오,-99.596,2506.0,99.96,-65.281,1935.0,76.05
122310,제노레이,9.28,878.0,35.0,-48.976,1781.0,70.0
361390,제노코,3.118,1264.0,50.4,-288.573,2409.0,94.69
225220,제놀루션,-26.898,2333.0,93.06,29.227,679.0,26.66
123330,제닉,77.801,112.0,4.43,-249.723,2384.0,93.71
381620,제닉스,3.539,1242.0,49.52,35.042,633.0,24.85
159580,제로투세븐,-3.628,1741.0,69.43,-34.336,1633.0,64.18
147830,제룡산업,-28.286,2347.0,93.62,-26.484,1519.0,59.69
033100,제룡전기,42.837,234.0,9.3,39.476,601.0,23.59
079370,제우스,21.822,487.0,19.39,588.241,57.0,2.2
054950,제이브이엠,1.495,1391.0,55.47,3.037,1068.0,41.96
023440,제이스코홀딩스,-48.748,2448.0,97.65,75.653,404.0,15.85
090470,제이스텍,-11.728,2060.0,82.16,1458.43,20.0,0.75
137950,제이씨케미칼,-16.375,2184.0,87.11,-66.902,1947.0,76.52
033320,제이씨현시스템,24.738,424.0,16.88,-165.31,2306.0,90.64
417500,제이아이테크,32.124,317.0,12.61,113.053,301.0,11.8
348950,제이알글로벌리츠,1.872,1350.0,53.83,3.073,1067.0,41.92
204270,제이앤티씨,-15.52,2164.0,86.31,-261.505,2393.0,94.06
127120,제이에스링크,-27.524,2340.0,93.34,109.845,309.0,12.11
194370,제이에스코퍼레이션,29.525,345.0,13.73,44.28,554.0,21.75
026040,제이에스티나,-1.232,1598.0,63.73,346.704,105.0,4.09
452160,제이엔비,4.701,1158.0,46.17,2.286,1079.0,42.39
126880,제이엔케이글로벌,-16.837,2195.0,87.55,-11.977,1303.0,51.2
322510,제이엘케이,-42.647,2429.0,96.89,78.126,396.0,15.53
033050,제이엠아이,7.872,948.0,37.79,-8.99,1264.0,49.67
094970,제이엠티,33.635,306.0,12.17,-64.363,1923.0,75.58
418550,제이오,-27.617,2343.0,93.46,-145.385,2271.0,89.26
025620,제이준코스메틱,-2.571,1676.0,66.84,-41.989,1710.0,67.2
420570,제이투케이바이오,16.356,617.0,24.58,-35.328,1649.0,64.81
089790,제이티,4.973,1138.0,45.37,-78.452,2023.0,79.51
030000,제일기획,4.977,1137.0,45.33,4.292,1038.0,40.78
052670,제일바이오,41.586,241.0,9.58,-47.385,1768.0,69.48
271980,제일약품,-3.008,1710.0,68.2,-316.773,2423.0,95.24
412540,제일엠앤에스,72.859,120.0,4.75,-7451.419,2541.0,99.88
001560,제일연마,-3.83,1750.0,69.79,-27.09,1533.0,60.24
199820,제일일렉트릭,29.378,350.0,13.93,16.233,840.0,32.99
038010,제일테크노스,-24.279,2309.0,92.1,-41.196,1703.0,66.93
002620,제일파마홀딩스,-3.012,1711.0,68.24,-155.518,2291.0,90.05
080220,제주반도체,11.275,776.0,30.93,-46.288,1755.0,68.97
006220,제주은행,,,,335.456,110.0,4.29
089590,제주항공,12.284,745.0,29.69,-52.935,1820.0,71.53
216080,제테마,16.697,609.0,24.26,56.093,482.0,18.91
337930,젝시믹스,16.776,608.0,24.22,36.852,621.0,24.38
229000,젠큐릭스,97.429,85.0,3.35,-23.562,1466.0,57.61
082270,젬백스,-13.18,2096.0,83.6,387.237,94.0,3.66
044060,조광ILI,10.965,791.0,31.52,-150.199,2278.0,89.54
004910,조광페인트,-1.898,1636.0,65.24,-35.117,1646.0,64.69
004700,조광피혁,-28.695,2350.0,93.74,13.899,865.0,33.98
001550,조비,-10.696,2030.0,80.97,-186.473,2333.0,91.7
462520,조선내화,79.205,110.0,4.35,-37.149,1667.0,65.51
120030,조선선재,-23.577,2301.0,91.78,-17.931,1389.0,54.58
034940,조아제약,-0.445,1561.0,62.25,41.177,584.0,22.93
067000,조이시티,,,,-54.147,1831.0,71.96
018470,조일알미늄,6.996,992.0,39.55,137.306,251.0,9.83
002600,조흥,5.473,1105.0,44.05,33.145,649.0,25.48
185750,종근당,-4.97,1814.0,72.35,-59.667,1884.0,74.05
063160,종근당바이오,7.111,987.0,39.35,-154.353,2289.0,89.97
001630,종근당홀딩스,8.863,902.0,35.95,108.679,314.0,12.31
033340,좋은사람들,9.224,882.0,35.16,0.679,1112.0,43.69
036930,주성엔지니어링,43.775,229.0,9.1,235.884,145.0,5.66
109070,주성코퍼레이션,187.49,34.0,1.32,-381.824,2442.0,95.99
044380,주연테크,21.983,481.0,19.15,-37.669,1672.0,65.71
072020,중앙백신,8.896,899.0,35.83,-17.668,1382.0,54.31
000440,중앙에너비스,-10.208,2010.0,80.17,136.208,253.0,9.91
051980,중앙첨단소재,-28.916,2353.0,93.85,,,
228760,지노믹트리,-30.886,2368.0,94.45,-11.501,1298.0,51.0
314130,지놈앤컴퍼니,94.073,89.0,3.51,-56.076,1859.0,73.06
013890,지누스,-3.348,1728.0,68.91,-129.691,2233.0,87.77
389030,지니너스,-7.345,1920.0,76.58,21.639,764.0,30.0
263860,지니언스,15.653,633.0,25.22,52.155,506.0,19.86
303030,지니틱스,63.526,140.0,5.55,-104.664,2146.0,84.35
036180,지더블유바이텍,-41.42,2424.0,96.69,10.538,917.0,36.02
208350,지란지교시큐리티,-3.284,1726.0,68.83,-25.0,1491.0,58.59
144510,지씨셀,-6.981,1908.0,76.1,-590.553,2477.0,97.37
358570,지아이이노베이션,-99.54,2505.0,99.92,-9.464,1271.0,49.94
382480,지아이텍,3.123,1262.0,50.32,-32.379,1612.0,63.35
382800,지앤비에스 에코,-20.776,2266.0,90.38,-36.313,1659.0,65.2
051160,지어소프트,7.52,967.0,38.55,91.31,356.0,13.96
053050,지에스이,-7.784,1933.0,77.09,12.014,898.0,35.27
119850,지엔씨에너지,35.993,285.0,11.33,187.616,189.0,7.39
065060,지엔코,-17.543,2207.0,88.03,-149.707,2277.0,89.5
204840,지엘팜텍,0.057,1519.0,60.57,-45.233,1746.0,68.62
013870,지엠비코리아,5.182,1121.0,44.69,10.299,925.0,36.34
071320,지역난방공사,-9.697,1987.0,79.25,4.201,1041.0,40.9
311320,지오엘리먼트,151.401,44.0,1.72,598.149,55.0,2.12
388050,지투파워,12.163,747.0,29.77,-488.217,2465.0,96.89
088790,진도,-21.674,2276.0,90.78,-69.593,1971.0,77.47
018120,진로발효,1.387,1405.0,56.03,43.21,566.0,22.22
109820,진매트릭스,2.082,1336.0,53.27,-35.572,1650.0,64.84
086060,진바이오텍,4.382,1173.0,46.77,-2.756,1163.0,45.69
036890,진성티이씨,-19.501,2244.0,89.51,-38.261,1681.0,66.06
363250,진시스템,34.64,299.0,11.89,6.657,995.0,39.09
003780,진양산업,1.553,1384.0,55.19,8.274,966.0,37.95
007370,진양제약,20.942,501.0,19.95,34.857,638.0,25.05
010640,진양폴리우레탄,-0.869,1578.0,62.93,0.26,1118.0,43.92
100250,진양홀딩스,5.807,1075.0,42.86,39.8,595.0,23.36
051630,진양화학,-13.274,2101.0,83.8,92.786,350.0,13.72
272450,진에어,14.409,668.0,26.62,-10.457,1279.0,50.26
285800,진영,10.736,806.0,32.12,24.488,737.0,28.94
011000,진원생명과학,-11.15,2043.0,81.48,-11.017,1289.0,50.65
002780,진흥기업,-4.378,1784.0,71.15,-109.177,2173.0,85.41
085660,차바이오텍,9.55,865.0,34.48,523.824,65.0,2.52
261780,차백신연구소,26.021,404.0,16.08,19.894,785.0,30.83
351870,차이커뮤니케이션,4.212,1188.0,47.37,-58.777,1877.0,73.77
009310,참엔지니어링,-14.897,2146.0,85.59,27.583,696.0,27.33
094850,참좋은여행,,,,-68.905,1966.0,77.27
004650,창해에탄올,18.063,579.0,23.06,19.184,794.0,31.18
278280,천보,-20.682,2263.0,90.26,182.813,194.0,7.59
000650,천일고속,1.633,1376.0,54.87,2.351,1077.0,42.31
362320,청담글로벌,-1.477,1614.0,64.37,19.739,787.0,30.91
066360,체리부로,-4.04,1763.0,70.31,-86.368,2067.0,81.24
033250,체시스,84.194,100.0,3.95,2.426,1076.0,42.27
047820,초록뱀미디어,-12.864,2088.0,83.28,5075.425,4.0,0.12
094360,칩스앤미디어,-1.792,1630.0,65.0,-32.062,1606.0,63.11
016920,카스,-0.018,1530.0,61.01,-27.194,1534.0,60.28
284620,카이노스메드,120.853,64.0,2.51,-26.671,1525.0,59.93
035720,카카오,4.164,1190.0,47.45,-0.14,1123.0,44.12
293490,카카오게임즈,-13.58,2110.0,84.16,-74.6,2001.0,78.65
323410,카카오뱅크,18.106,578.0,23.02,26.834,701.0,27.53
377300,카카오페이,24.518,427.0,17.0,1.585,1094.0,42.98
140430,카티스,5.519,1101.0,43.89,-15.67,1354.0,53.2
042000,카페24,11.581,767.0,30.57,1978.138,13.0,0.47
006380,카프로,-90.644,2501.0,99.76,-17.952,1390.0,54.62
313760,캐리,-2.471,1671.0,66.64,-0.366,1125.0,44.2
317530,캐리소프트,-33.075,2387.0,95.21,-1.817,1144.0,44.95
071850,캐스텍코리아,-8.322,1947.0,77.65,8.844,950.0,37.32
210120,캔버스엔,-45.144,2439.0,97.29,838.577,36.0,1.38
050110,캠시스,-24.451,2310.0,92.14,-263.433,2395.0,94.14
452300,캡스톤파트너스,1.933,1343.0,53.55,-190.263,2341.0,92.02
451760,컨텍,336.219,19.0,0.72,22.069,760.0,29.85
900310,컬러레이,-4.279,1773.0,70.71,-96.804,2113.0,83.05
078340,컴투스,-6.178,1880.0,74.98,-118.465,2207.0,86.75
063080,컴투스홀딩스,,,,1408.359,22.0,0.83
307930,컴퍼니케이,-4.957,1813.0,72.31,-165.806,2307.0,90.68
079190,케스피온,-47.956,2446.0,97.57,-508.782,2470.0,97.09
263700,케어랩스,1.66,1371.0,54.67,-61.528,1901.0,74.71
214370,케어젠,4.263,1185.0,47.25,-15.177,1346.0,52.89
221980,케이디켐,5.529,1098.0,43.77,19.452,790.0,31.03
038530,케이바이오,180.017,38.0,1.48,-241.322,2379.0,93.51
001620,케이비아이동국실업,2.923,1283.0,51.16,-240.504,2378.0,93.47
192250,케이사인,10.12,846.0,33.72,-69.379,1970.0,77.43
431190,케이쓰리아이,6.455,1029.0,41.02,-433.78,2452.0,96.38
029460,케이씨,1.577,1382.0,55.11,-57.853,1873.0,73.61
002380,케이씨씨,5.889,1069.0,42.62,50.743,519.0,20.37
344820,케이씨씨글라스,13.289,706.0,28.13,-39.823,1696.0,66.65
115500,케이씨에스,-38.106,2416.0,96.37,-37.141,1666.0,65.47
281820,케이씨텍,34.34,300.0,11.93,52.226,505.0,19.82
089150,케이씨티,-27.739,2345.0,93.54,-25.902,1505.0,59.14
009070,케이씨티시,7.171,984.0,39.23,5.893,1007.0,39.56
025880,케이씨피드,11.215,779.0,31.05,33.85,645.0,25.32
093320,케이아이엔엑스,13.218,709.0,28.25,-10.666,1283.0,50.41
093640,케이알엠,-9.784,1990.0,79.37,-55.174,1845.0,72.51
073010,케이에스피,4.457,1166.0,46.49,16.659,831.0,32.64
105330,케이엔더블유,-17.727,2210.0,88.15,-143.768,2262.0,88.91
053080,케이엔솔,38.749,257.0,10.22,43.097,568.0,22.3
199430,케이엔알시스템,-13.393,2104.0,83.92,77.879,397.0,15.57
432470,케이엔에스,-10.27,2012.0,80.25,-79.623,2030.0,79.79
272110,케이엔제이,31.367,325.0,12.93,35.06,632.0,24.81
039420,케이엘넷,-1.494,1615.0,64.41,20.008,782.0,30.71
083550,케이엠,2.631,1303.0,51.96,-55.668,1854.0,72.87
032500,케이엠더블유,-12.702,2085.0,83.16,-27.645,1541.0,60.56
225430,케이엠제약,-18.542,2225.0,88.75,135.603,255.0,9.99
102370,케이옥션,60.076,153.0,6.07,13.137,875.0,34.37
068100,케이웨더,-4.869,1809.0,72.15,-16.465,1364.0,53.6
106080,케이이엠텍,252.744,28.0,1.08,18.098,810.0,31.81
381970,케이카,12.403,742.0,29.57,15.413,850.0,33.39
145270,케이탑리츠,-55.052,2459.0,98.08,-61.424,1899.0,74.64
030200,케이티,0.208,1508.0,60.14,-50.934,1805.0,70.94
053210,케이티스카이라이프,-0.26,1544.0,61.57,-107.647,2165.0,85.1
036030,케이티알파,-1.174,1595.0,63.61,156.067,228.0,8.93
033780,케이티앤지,0.788,1455.0,58.02,1.84,1089.0,42.78
064820,케이프,-12.555,2081.0,83.0,-4.789,1198.0,47.07
024880,케이피에프,-3.414,1733.0,69.11,-16.519,1365.0,53.64
042040,케이피엠테크,-37.048,2412.0,96.21,-68.451,1962.0,77.11
054410,케이피티유,-4.501,1791.0,71.43,-10.572,1281.0,50.33
258610,케일럼,15.121,652.0,25.98,-172.993,2317.0,91.07
274090,켄코아에어로스페이스,-5.474,1841.0,73.42,-710.207,2488.0,97.8
089010,켐트로닉스,6.079,1058.0,42.18,95.236,341.0,13.37
220260,켐트로스,5.993,1063.0,42.38,10.291,926.0,36.37
052400,코나아이,-15.671,2166.0,86.39,-0.8,1131.0,44.44
402030,코난테크놀로지,7.738,955.0,38.07,28.304,688.0,27.02
391710,코닉오토메이션,102.983,78.0,3.07,-97.534,2118.0,83.25
046070,코다코,-14.272,2127.0,84.84,-44.921,1738.0,68.31
047770,코데즈컴바인,-5.613,1845.0,73.58,-63.854,1919.0,75.42
080530,코디,-1.047,1587.0,63.29,-299.839,2417.0,95.01
417310,코람코더원리츠,3.562,1238.0,49.36,31.256,663.0,26.03
357120,코람코라이프인프라리츠,42.344,237.0,9.42,52.232,504.0,19.78
104540,코렌텍,1.761,1358.0,54.15,-44.828,1737.0,68.27
027050,코리아나,-4.181,1770.0,70.59,-52.888,1818.0,71.45
007810,코리아써키트,5.609,1084.0,43.22,3.278,1063.0,41.76
190650,코리아에셋투자증권,-2.579,1677.0,66.88,-477.782,2461.0,96.74
123410,코리아에프티,8.295,924.0,36.83,10.637,916.0,35.98
003690,코리안리,,,,11.483,907.0,35.63
036690,코맥스,-0.737,1572.0,62.69,-56.489,1864.0,73.26
049430,코메론,4.773,1152.0,45.93,122.1,281.0,11.01
183300,코미코,65.048,132.0,5.23,240.499,142.0,5.54
041960,코미팜,37.826,270.0,10.73,-198.722,2352.0,92.45
089890,코세스,-27.67,2344.0,93.5,-169.959,2314.0,90.96
360350,코셈,7.292,977.0,38.95,-115.737,2192.0,86.16
082660,코스나인,1.434,1399.0,55.79,26.909,699.0,27.45
