ticker,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20
016250,매도(4회),빌린겨(2회),대차(1회),잔고가(1회),빨랑(1회),매도좀(1회),혀봐라(1회),빌렸으면(1회),매도해야(1회),주가(1회),박살나서(1회),투매(1회),상환(1회),하면되잖어(1회),이자주고(1회),들고(1회),새머리여(1회),이자(1회),매수해서(1회),안그려(1회)
005090,김치도(2회),정권(1회),마니(1회),오를줄(1회),답이없다(1회),만원(1회),현기증(1회),난다고요(1회),담가뿌까(1회),떨어졌는데(1회),3만원(1회),,,,,,,,,
001380,주식하자(2회),존재감(2회),빗내서(1회),새금으로빗(1회),탕감해(1회),조국주로(1회),가라(1회),읽어봐(1회),클릭(1회),해봐(1회),조국주(1회),뛴다(1회),차기(1회),김동연은(1회),탕감(1회),,,,,
004060,제자리(2회),찾아가자(2회),제자(2회),주가(1회),대형주(1회),중소형주(1회),상승(1회),동전주(1회),상승이(1회),자산가치의(1회),거래되고(1회),다시(1회),못할(1회),과거다(1회),몇년간(1회),하락만(1회),300원대에(1회),2500에서(1회),4에(1회),대형(1회)
009160,자사주(3회),매수유인하는것도(2회),아이고(1회),개미들(1회),일희일비(1회),팔고(1회),나가라(1회),정답이다(1회),받아줄게(1회),주문하는놈(1회),정신나갔나(1회),주가(1회),빠질거같으면(1회),하향정정(1회),지시받은건가(1회),독단적으로(1회),매수(1회),체결(1회),중견연(1회),회장님(1회)
033530,자사주(1회),의무(1회),소각(1회),만주(1회),76만주(1회),,,,,,,,,,,,,,,
034730,공매도(9회),상법개정(8회),이노베이션(7회),상법(6회),전향적(6회),주식도(6회),프로(5회),매도(5회),PBR(5회),무조건(4회),하이닉스(4회),지금이라도(4회),답글일시적(4회),올라도(4회),종가(3회),만원(3회),전향적으로(3회),실적(3회),국민의(3회),개정(3회)
357880,환호성(2회),원시인(1회),매매법(1회),개잡주는(1회),단타치고(1회),계단식으로(1회),상한가(1회),미친듯이(1회),올라서(1회),유지(1회),이건(1회),제자리앞으로는(1회),희망이(1회),괴로워(1회),정확했고(1회),틀리지(1회),없어졌네요그동안(1회),남들(1회),안되겠니(1회),가면(1회)
011790,equipment(81회),work(32회),skills(31회),management(31회),process(25회),maintenance(25회),processes(24회),ability(20회),NowCOVINGTON(17회),quality(17회),team(17회),electrical(17회),semiconductor(17회),production(16회),required(16회),tools(15회),manufacturing(15회),degree(14회),Experience(14회),industry(14회)
018670,엄청(2회),연기금(1회),만원대에서(1회),팔더니(1회),최고가에서는(1회),사네요(1회),10만원대에서(1회),,,,,,,,,,,,,
001740,역사적(2회),해도해도(2회),상법개정하면(1회),상법(1회),개정되면(1회),지수(1회),기대(1회),그룹의(1회),네트윅스(1회),목표가(1회),신고가(1회),풀매수(1회),존버해라(1회),역쉬(1회),천원(1회),원띠기는(1회),너무한다(1회),그라믄본격(1회),렐리(1회),630000원(1회)
006120,매일마다(4회),천주씩(3회),7천주씩(3회),디스커버리도(2회),투자자(2회),순매수(1회),창구의(1회),진짜(1회),장기(1회),상승이(1회),변태처럼(1회),다른(1회),창구(1회),개미분이(1회),관여된거라(1회),판단해보면(1회),주씩(1회),정체가(1회),엄청(1회),흔들었네(1회)
210980,이노베이션도(2회),빠질(2회),터지겠네(1회),모아가야겠다(1회),기회비용(1회),손절이(1회),상한가(1회),개잡주(1회),손절한다(1회),디앤디(1회),이거도(2회),걸로(2회),보인다(2회),슬슬(1회),아까워서(1회),근처까지(1회),가는데(1회),여전히(1회),오늘도(2회),손절(2회)
302440,족구(12회),백신(9회),폐렴구균(5회),불륜(5회),최가네(4회),막걸리도(4회),바사삭(3회),생산(3회),만원(3회),주식(3회),족구하고(3회),암재용이하(3회),3상(3회),알바(2회),줍줍(2회),직원들(2회),주주들(2회),주주(2회),한잔(2회),거래량(2회)
402340,상법개정안(3회),당도(2회),몇백억씩(2회),매수하네요(2회),매도도(2회),악재가(2회),하닉(2회),스퀘어(2회),관리카카오페이도(2회),하이닉스(2회),주가(2회),찬성(2회),국민의힘(1회),찬성선회로(1회),지주사(1회),상승중(1회),통과(1회),이슈로(1회),지주사들(1회),저퍼(1회)
361610,배터리(3회),오른것도(2회),업황도(2회),물타기도(2회),물타도(2회),표도(2회),만대라도(2회),LFP(2회),이노상치네(1회),이노(1회),평단(1회),탈출(1회),존버하면서(1회),다른(1회),종목으로(1회),메꿔야할듯(1회),손절을(1회),이유가기관놈이나(1회),외인놈이나(1회),유럽(1회)
100090,해상풍력(13회),매도(10회),세력(7회),이노(6회),상한가(6회),투자(6회),가자(5회),매각(5회),계약(4회),한화(4회),만원(4회),풍력(4회),풀매수(3회),상황(3회),진짜(3회),고고(3회),오션플랜트(3회),프로(3회),가능성(3회),실적(3회)
096770,공매도(104회),상한가(59회),투자(53회),이노베이션(45회),실적(45회),만원(39회),매도(33회),공매(30회),박두환(30회),분기(25회),평단(24회),배터리(23회),적자(19회),상장(19회),세력(19회),종가(18회),매수(18회),주가(17회),2분기(16회),대형(15회)
475150,풍력(12회),블록딜(9회),주가(8회),정부(8회),매도(7회),이재명(6회),태양광(5회),외인(5회),프로(4회),원전(4회),주봉(4회),에너지고속도(4회),신고가(3회),이터닉스(3회),한앤코(3회),에너지고속도로(3회),주가조작(3회),블럭딜(3회),공매도(3회),상한가(3회)
001510,자사주(1회),소각(1회),기대한다(1회),지저분하네(1회),매각이나(1회),용재(1회),사고쳤냐(1회),내리다(1회),내리고(1회),가려나(1회),,,,,,,,,,
285130,1주(4회),중간배당은(2회),자회사(2회),향후(2회),점진적(2회),긍정적(2회),슬프고못가도(2회),대주주(2회),동일함에도(2회),경영권강화(2회),배당락일은(1회),월봉(1회),고점대비(1회),만원임그래봐야(1회),뚫고(1회),멀티유틸리티는(1회),울산(1회),대규모(1회),센터(1회),전력판매(1회)
017670,국회(7회),해킹(6회),소송(6회),SKT(6회),공매도(4회),잡자(4회),집단소송(3회),유심(3회),개인정보(3회),유출(3회),텔레콤(3회),네이버(3회),상태(3회),실질적(3회),위약금(3회),면제(3회),민관합동조사단의(3회),배당금(3회),중국인(3회),com(3회)
000660,매도(50회),com(38회),실적(37회),조원(34회),만원(28회),youtube(28회),투자(25회),기아(21회),후보자(21회),shorts(20회),대한민국(19회),전재산(17회),만주(16회),매수(16회),엔비디아(15회),삼성(15회),이재명(14회),주식(14회),작살내자(14회),불법공매도(12회)
048550,자기자본(14회),지속가능성장률(8회),운전자(8회),투자(7회),성장률(7회),회전(6회),지속가능성장률은(6회),투자한(5회),총자본영업이익률(5회),1회전(5회),운영자(5회),차감(5회),운전자본은(4회),자기자본순이익률(4회),기업의(4회),달성(4회),유상증자(4회),매출액에서(3회),성장률을(3회),통한(3회)
063440,종가(3회),대차거래(3회),음봉(2회),만주(2회),공매도(2회),100만주(2회),에스엠만(1회),동시호가에(1회),몇천주로(1회),밀어버리는데(1회),갭띄우고(1회),내려박아서(1회),고의로(1회),만드는데(1회),주주들이(1회),시초가(1회),갭띄우면(1회),내려치고(1회),동시호가때(1회),매수호가창(1회)
003570,신발아(2회),너땜에(2회),꼬인다(2회),조현병(1회),부작용이(1회),한국(1회),특검은(1회),유가럼은(1회),윤가럼이조국일가족(1회),강도높게(1회),삼양식품(1회),만원에(1회),억치(1회),사서(1회),고점(1회),몰빵학(1회),만원(1회),혜경씨(1회),선녀(1회),3만원에(1회)
100840,,,,,,,,,,,,,,,,,,,,
036530,홀딩스(1회),무슨소리(1회),조가나(1회),기사보면(1회),다른애들은(1회),홀딩스는이(1회),지주회사니까(1회),반대로(1회),시장에선(1회),주목받겠네(1회),https(1회),edtodaynews(1회),com(1회),post(1회),snt(1회),1조가나(1회),7819기사보면(1회),안좋아도(2회),이거(1회),와중에(1회)
067160,무상증자(4회),주식(3회),미래의(2회),진짜(2회),따리도(2회),시청자(2회),못올라감(2회),뚫고(2회),깨면(2회),일봉(2회),아무리짖어도(2회),시디즈(2회),SOOP(2회),생각했을때(1회),낚시방송만(1회),메이저(1회),낚시(1회),폭망했는데(1회),주식은(1회),미래가치가(1회)
005610,빵에(1회),진심인(1회),대표로(1회),회사(1회),작살낼(1회),전문(1회),경영인으로(1회),바꾸고(1회),새롭고안전한(1회),회사로(1회),탈바뀜되길(1회),빠리(1회),베라(1회),더킨(1회),호빵(1회),휴게소(1회),양산빵(1회),망한거(1회),아님(1회),2진숙을(1회)
011810,속상하다(1회),음봉(1회),희망이(1회),사라졌네(1회),관심없고(1회),거래량죽이고(1회),매집하기좋겠네(1회),죽을때까지(1회),손절은없다(1회),아무도(2회),연속(1회),개월(1회),19개월(1회),,,,,,,
465770,나가자(2회),그린로지스(2회),사업현황(2회),분석(2회),올릴때(1회),못가면(1회),갈려면(1회),허허허(1회),반등주면(1회),자료(1회),특이하네(1회),쳐내릴거다(1회),물타든지(1회),진입해라(1회),기다려(1회),시총(1회),레전드(1회),팍내릴려구(1회),흥아(1회),개별호재(1회)
077970,거래일(10회),5거래일(6회),하락(3회),엔진(3회),분기실적(3회),6거래일(3회),급등(2회),수주공시도(2회),실적(2회),만나지말자(2회),상승마감(2회),싶은듯한데한화(2회),한화엔진(2회),수급까지도(2회),조선(2회),하락이력(2회),업황조정(2회),전환사채(2회),주식전환(2회),배당도(2회)
289080,캬캬캬캬캬캬캬캬캬캬캬캬캬캬캬(13회),딱공이(12회),캬캬캬캬캬(11회),최성(10회),최성우(8회),조회수(6회),용주야(6회),성우(5회),성우야(5회),yong(5회),종목추천좀(4회),안다니는척(4회),그짓말을할까얼마나(4회),부러웠으면보자마자(4회),눈돌아가서형(4회),댓글(4회),누가봐도(4회),com(4회),yyyyyyyyy(4회),vtnm(4회)
002710,매도(3회),한방에(2회),봉락아(1회),개영아(1회),니들(1회),부자는(1회),한마디로(1회),외에(1회),마누라(1회),개영경이는(1회),회사(1회),주식리딩방이나(1회),팔고(1회),튀는거(1회),전문(1회),볼땐(1회),천직인듯(1회),만원에(1회),오동나무관이(1회),피뢰침(1회)
089230,빠지더라도(2회),가져감(2회),시세(1회),종목임(1회),현재가격(1회),대비(1회),큰폭으로(1회),상승(1회),확률은(1회),종목(1회),호가창에(1회),빵꾸가(1회),뚫려있노(1회),분위기네(1회),회사를(1회),믿지(1회),못한다는(1회),이야기구나(1회),손절마렵다(1회),1030원(1회)
032540,광고(5회),농심(2회),메론킥도(2회),편의점도(2회),기계팔고(2회),곡도(2회),업주허가도(2회),차관문(1회),통과했고(1회),신사업(1회),방대방만(1회),대중에게(1회),하이볼(1회),판매중인(1회),가브루가(1회),시작했습니다(1회),크레오파트라(1회),포테토칩(1회),누룽지팝(1회),삼양식품때문에(1회)
022220,코스닥(2회),급등시킨적(2회),세력(2회),개미들한테(1회),욕얻어먹지말고(1회),자산정리해서(1회),주주들한테(1회),분배하고(1회),개인회사(1회),만들어서(1회),하고싶은데로(1회),맘대로(1회),상장유지하는지(1회),꼴등언저리에(1회),주문(1회),실수로(1회),거래하기(1회),종목들(1회),거래(1회),무조건(1회)
007980,표적(3회),먹잇감(3회),상법(2회),개정까지만가자(2회),끌어모아도(2회),늘어난다적대적(2회),태평양물산(1회),주가(1회),주식은기업사냥꾼(1회),먹잇감이(1회),돼봐야정신차린다이번(1회),주식이(1회),대주주라고(1회),생각한다왜냐면이재명(1회),정부에서(1회),개정할(1회),주주(1회),가치를(1회),자사주는강제(1회),소각(1회)
048770,,,,,,,,,,,,,,,,,,,,
246690,창투사는(1회),대장이네(1회),괜히(1회),애를(1회),사서(1회),고생이구만(1회),개미들(1회),빠져나가고(1회),상한번(1회),치고(1회),익절하고(1회),나간다평단(1회),갈때(1회),안됫냐(1회),적당히(1회),허라이(1회),1750원(1회),,,
317240,개잡주(1회),상폐길로(1회),현경영진(1회),주가가(1회),주식이냐(1회),무식하게(1회),제대로(1회),회사(2회),손해본다(1회),싸울수록(1회),다른종목가라(1회),싸움구경하고(1회),단기는(1회),장기는(1회),망할(1회),떠나라(2회),가는거냐(2회),정가(2회),김가(2회),정가만(2회)
002900,해도해도(2회),주식들도(2회),우즈베키스탄(2회),유증이(1회),대주주가(1회),일반주주들만(1회),대북주(1회),접촉중(1회),찌라시(1회),시장에(1회),자사주(1회),매입(1회),상한가(1회),믿습니다(1회),다른(1회),농기계(1회),판매(1회),트랙터(1회),팔리것같은데(1회),소식이(1회)
024070,,,,,,,,,,,,,,,,,,,,
057030,잡주에도(2회),시원하게(2회),팔기가(1회),힘든거야(1회),잘가라(1회),안돼겠다(1회),정치랑(1회),얽기면(1회),상폐다(1회),세력이(1회),만약(1회),있다면(1회),내려주십쇼(1회),원이상(1회),교육부장관(1회),맘에(1회),안들어(1회),빵진숙(1회),동명이인이잖아(1회),750주(1회)
037270,실적(14회),매도(6회),블핑(6회),블랙핑크(6회),인형(6회),베몬(5회),아저씨들도(5회),개미(4회),컴백(4회),무상증자(4회),애들(3회),물량(3회),기관(3회),음악이(3회),음반(3회),세대(3회),코어팬덤만의(3회),대중성(3회),기사(3회),가수들(3회)
139130,코스피(7회),증시(7회),장기투자(4회),개인투자자(3회),금융(3회),투자자(3회),캠페인(2회),주식시장(2회),정부(2회),자본시장(2회),자조적(2회),정치인과(2회),고위(2회),부동산(2회),자산의(2회),증시가(2회),치고(2회),자영업자들에게도(2회),세수도(2회),공직자들도(4회)
079940,야금(2회),홍국씨(1회),에스피랑(1회),엑스게이트는(1회),버린거냐(1회),아래로(1회),밀어주세요(1회),목표량(1회),매수(1회),기회가(1회),없네물량이(1회),잠긴(1회),건가(1회),요기(1회),큰누나회사인데(1회),너무좋음(1회),악재는없음(1회),,,
078890,사장님(1회),600원(1회),기다립니다(1회),올라가(1회),2년정도(1회),,,,,,,,,,,,,,,
000500,실적(25회),억원(15회),네트웍스(14회),스포츠(13회),천원(12회),매출(12회),영업이익(12회),전력(12회),투자(11회),렉서스(10회),그룹(10회),국내(10회),천억원(9회),전력인프라(7회),도요타(7회),목재펠릿(7회),소재(6회),증권(6회),BPS(6회),1조(6회)
399720,날아가나요(2회),수주계약(1회),공시(1회),정정공시(1회),정정이네(1회),어휴(1회),이놈이(1회),대장인갑다(1회),에이치브이엠(1회),왔습니다요이거(1회),애오늘(1회),간다(1회),55억(1회),125억(1회),,,,,,
036620,감성(7회),이젠(2회),매수(2회),올해실적도(2회),원이(1회),한계점이란걸(1회),성반기급등하고(1회),폭락패턴이다(1회),짠하네(1회),주주요(1회),오르길(1회),주문(1회),종목(1회),비슷한거(1회),핵심을(1회),숲좀(1회),일희(1회),일비(1회),꾸욱(1회),삼신(1회)
217730,지분도(4회),스가(3회),감나(3회),무모(3회),지리(3회),구나(3회),하나도(2회),후륙이형(2회),어디감(2회),주당(2회),간다며(2회),실적에도(2회),동전주라도(2회),김형(2회),김형진이(1회),뼈저리게(1회),후회(1회),위례신도시(1회),억에(1회),억만(1회)
035250,투자(12회),강원랜드(7회),공매도(5회),가자(4회),youtu(3회),과자(2회),콩크기과자(2회),의무화(2회),기관이(2회),관리(2회),안전빵(2회),부자(2회),개딸들(2회),매수자(2회),카지노(2회),매도(2회),주식으로(2회),사랑하는(2회),초호화(2회),https(2회)
114190,유상증자(2회),시세(2회),주주이익(1회),회사들(1회),사기꾼(1회),기업들은(1회),주주상대로(1회),사기치는거냐(1회),신규사업한다고(1회),개미주주들(1회),자진상폐하던지(1회),신고(1회),용산(1회),강원에너지(1회),김건희(1회),조사해(1회),처벌해(1회),신고했다(1회),주식거래(1회),감옥가서(1회)
094480,공매도(8회),갤럭시아머니트리(6회),스테이블(4회),시디즈(4회),무상증자(4회),법제화(4회),외인(3회),붕괴(3회),신용(3회),써클(3회),코인(3회),STO(3회),기술적(2회),원대(2회),유도(2회),조정이(2회),최대공매도(2회),종가(2회),손절(2회),물량(2회)
011420,가자(2회),에스엠(1회),심심해요(1회),조용하다(1회),움직이지도않고(1회),떨어진것은(1회),만회할려고(1회),이러는지(1회),움직이지도(1회),,,,,,,,,,,
039240,가보자(2회),뉴스에도(2회),세력(2회),시간외(1회),주갖고서(1회),팔아먹었냐(1회),징그럽다(1회),콜라(1회),그시쿠바리(1회),기다려야할듯홍씨복귀든(1회),재건관련주든회사는(1회),차트가고(1회),매집끝나면(1회),국민의소리에(1회),불러봐요홍박사님을(1회),지수에(1회),주가(1회),변동이(1회),왕창(1회),매수(1회)
053950,숫자(4회),더하면(3회),내려감(2회),전부(2회),종가(2회),안좋은(2회),20원(2회),올라가라(1회),징하네(1회),욕나오는(1회),강한(1회),이전(1회),참조(1회),상승으로(1회),상승한다는(1회),원전부(1회),원악플금지(1회),경남(1회),예상(1회),상승종가(1회)
002100,장마(5회),분석(4회),경농(4회),유력(3회),관련주(3회),tistory(3회),com(3회),한미회담(2회),필요성(2회),자사주(2회),인도적(2회),가도(2회),주가(2회),전망(2회),분석자료(2회),stock(2회),friend(2회),entry(2회),분석자(2회),미국(1회)
009450,통화(3회),실적(3회),매도(3회),전자(2회),주가(2회),한국거래소(2회),시장감시위원회에(2회),인위적으로(2회),필요유동성(2회),시장감(2회),인위적(2회),유럽(1회),냉난방(1회),히트펌프(1회),선점(1회),주담(1회),맨날(1회),중동전쟁(1회),하락을(1회),악재도없이(1회)
012320,문자(7회),상승(4회),파자(2회),경영진도(2회),있는거지가치도(2회),이재명(2회),집도(2회),축하라도(2회),기가(2회),공매도(2회),건의(2회),공매도세력(2회),아직도(2회),형들(1회),이거(1회),살아야해(1회),수익낼때까지(1회),기다려야해(1회),탈츨기회는(1회),중국(1회)
011040,인공지능(2회),제약주(2회),경동제약(1회),,,,,,,,,,,,,,,,,
000050,아직도(2회),국힘도(2회),전향적(2회),간다오늘도(2회),추매내일도(2회),삭제된(1회),게시물의(1회),답글국힘이(1회),난장판이될것으로(1회),판단됩니다(1회),안팔았냐(1회),돌아섰다(1회),송언석(1회),비대위(1회),체제로(1회),상법(1회),개정안(1회),검토(1회),갈놈은(1회),때가되면(1회)
214390,상속(3회),상속세(3회),순자(3회),뉴스(2회),기사(2회),발췌(2회),주주가치(2회),지적도(2회),제도(2회),저평가(2회),뛰지도(2회),떨어지지도(2회),민주당(2회),상장주식(2회),주가(2회),상장주식의(2회),세금도(2회),사업적(2회),목적(2회),유상증자(2회)
012610,싸길래(1회),샀는데(1회),개처물렸네(1회),,,,,,,,,,,,,,,,,
024910,이거(1회),반등은(1회),언제쯤(1회),나오려나(1회),지하실인줄알았는데(1회),지하(1회),몇층까지(1회),있는겨(1회),,,,,,,,,,,,
013580,국민의힘도(2회),계룡(2회),가보자(2회),가자(2회),존재하지도(2회),상법개정(1회),전향적검토(1회),통과일까지(1회),이나쁜넘들(1회),어떤생각으로(1회),버티고있는지(1회),모르겠네(1회),오늘샀다(1회),차트상(1회),급등할거(1회),샀다오늘하락줬으면(1회),원까지(1회),상승주니(1회),급등한다(1회),계룡에(1회)
049720,투자아이디어(2회),투자(2회),고려신용정보(1회),,,,,,,,,,,,,,,,,
010130,고려아연(12회),경영권(9회),영풍(7회),에이비온(7회),무효(6회),신영기(6회),가능성(5회),부단장(5회),바이오(5회),정책(5회),기술수출(5회),대표(5회),재무안정성(4회),사업안정성(4회),이익창출력(4회),삼박자(4회),신용등급(4회),지분(4회),한화(4회),이벤트(4회)
002240,상법(1회),개정한다는데(1회),어쩌나(1회),상장주식의(1회),거래대금이(1회),백만원(1회),거래량이(1회),이건(1회),상법개정되면(1회),상장(1회),폐지(1회),164백만원(1회),174주(1회),,,,,,,
014570,균형(8회),수분과(7회),수분(6회),중요성(4회),운동(4회),체내(4회),물만(3회),전해질이(3회),땀을(3회),보충하는(3회),고려제약(2회),레스큐라이트플러스액의(2회),몸의(2회),수분을(2회),유지하는(2회),나트륨(2회),칼륨(2회),신경(2회),탈수가(2회),보충(2회)
348150,유산균이라도(2회),미생물(1회),겁나(1회),때리고싶다(1회),상폐없이(1회),고광표(1회),노림수(1회),고빡(1회),지수보이냐(1회),동태눈까리냐(1회),대유(1회),종목처럼(1회),심정지하려는건가(1회),무습다(1회),주주한테(1회),싸게주라(1회),발표(1회),할거읍냐(1회),,
950190,분할재입성(4회),물량(2회),아직도(2회),부근(2회),모아도(2회),따라가자(2회),짜장면(2회),재입성자(2회),그래(1회),드디어(1회),호가창(1회),슬슬나오기(1회),시작하네(1회),윗꼬리(1회),엄청(1회),확보(1회),안됐냐(1회),적당히(1회),올려라(1회),움직임(1회)
098460,고영(21회),가자(6회),진짜(5회),주가는(4회),종목(4회),매수(4회),치료도(4회),안티가(3회),오른다던데(3회),종토방(3회),손절(3회),유투브(3회),프로그램(3회),로봇이(3회),빨간불(3회),의료로봇(3회),1만(3회),전형적(3회),신용(2회),지분율이(2회)
035290,정지(1회),얼마(1회),안남은거같은디(1회),주가조작(1회),탈세혐의(1회),수사결과(1회),복덕방에(1회),빌려준거(1회),잘받았는지(1회),확인잘혀라(1회),30억(1회),,,,,,,,,
215000,하자(2회),않고(2회),다른데도(2회),밭에(2회),물을(2회),용기도(2회),합니다(2회),있어도(2회),이제(1회),간다(1회),향하여(1회),신나게(1회),매수(1회),흔들리지(1회),피는(1회),꽃이(1회),어디있으랴(1회),과일농사(1회),농부는옆마을(1회),마늘농사가(1회)
121440,상법(9회),전향적(4회),자사주(3회),매수(3회),오기형(2회),국민의힘이(2회),전향적으로(2회),우려가(2회),투자자(2회),개혁도(2회),지금이라도(2회),확대(2회),전자(2회),의무화(2회),감사위원(2회),선출(2회),단계적(2회),활성화(2회),만주(1회),공시(1회)
366030,틱톡인수(1회),하한가(1회),호가창(1회),텅텅(1회),만주로(1회),배간다(1회),쓸어담아라(1회),5만주로(1회),3퍼(1회),2배간다(1회),,,,,,,,,,
009290,자사주(21회),광동제약(8회),오너(7회),지배력(7회),지분(7회),상법(5회),소각(5회),의무화(5회),경영권(5회),기자(4회),이재명(4회),광동생활건강도(4회),업계(3회),달하는(3회),우려가(3회),보유하고(3회),투자(3회),목적(3회),최근(3회),의결권이(3회)
017040,뭐하니(2회),이것도(2회),아니여(2회),누구도(2회),납입도(2회),마감(2회),계약금(2회),거지들(2회),입금됐니(1회),돈을(1회),어디에(1회),썼니(1회),웃긴주식(1회),날리는거여(1회),날리기(1회),싫어서(1회),공시번복하면(1회),자꾸(1회),벌점(1회),맞아서안좋을텐데(1회)
029480,무상증자(4회),거래량도(2회),동력(2회),광무(2회),시디즈(2회),상장(1회),폐지(1회),없고주가는(1회),상실하고가치가(1회),확실혀빨리(1회),믿으로(1회),단타매수할지(1회),생각좀(1회),없고(1회),조정되다(1회),슈팅(1회),나올각(1회),전고점(1회),뚫는(1회),상승(1회)
030610,매수해도(2회),하락이다(1회),,,,,,,,,,,,,,,,,,
339770,오염수(2회),방류(2회),정화(2회),가능성(2회),기자입력(2회),장사(1회),성장산업에(1회),투자해라(1회),시장에(1회),레드오션(1회),북한(1회),우라늄공장(1회),폐수(1회),서해(1회),유입(1회),소비(1회),삼계탕으로(1회),일본(1회),방류때(1회),어땠을까요닭고기(1회)
053270,분기(1회),매수(1회),3분기(1회),,,,,,,,,,,,,,,,,
007690,문자(7회),공매도(2회),공매도세력(2회),주식(1회),경제(1회),문자보내기(1회),주가상승의(1회),세력퇴출시키기위한(1회),유착세력들과(1회),연계하여(1회),개미들한테엄청난(1회),피해를(1회),윤석열(1회),잔당들을(1회),퇴출시켜야(1회),개미가살아(1회),이재명대통령(1회),이메일(1회),퇴출(1회),개미들(1회)
043650,막걸리(2회),어쩌구(2회),글쓴이덜(1회),국순당(1회),욕하는(1회),사람덜(1회),싸게(1회),사구싶어(1회),안달(1회),늠덜(1회),댓구를허슈(1회),그러려니(1회),허구(1회),모지리덜(1회),생각허믄(1회),영업이익(1회),억범(1회),캡처해서(1회),알릴게요고소(1회),반도체(1회)
006050,경남도(3회),대권주자(3회),지방시대위원장(2회),폐급도(2회),전재수(2회),이길(2회),인선되도(2회),운영(1회),예산(1회),조지방시대위원(1회),부처(1회),장관정부(1회),달래기용이라고(1회),폄하(1회),두산(1회),카카오(1회),네이버는(1회),사장(1회),임원들이(1회),주가가(1회)
078130,재명이형(2회),국일이(2회),화끈한(1회),움직이는자자기돈(1회),챙긴다(1회),선택(1회),결정은(1회),국일제지가(1회),그래핀을(1회),개발할(1회),믿었던(1회),까놓고(1회),최우식은(1회),사기꾼에(1회),살아날(1회),희망회로(1회),돌리는(1회),안타까운(1회),야그한다(1회),제발(1회)
307750,무상증자(4회),비나이다(2회),국전약품(2회),시디즈(2회),상폐기원(1회),이딴게(1회),,,,,,,,,,,,,,
002720,개미(3회),무덤(2회),러브버그(2회),기대하지말자(2회),동네(1회),구멍가게(1회),뭐가문제야(1회),손절(1회),지수(1회),마이너스네(1회),다신(1회),회사(1회),내부적으로(1회),무슨일이(1회),주가를(1회),정권(1회),주가가(1회),주가로(1회),장난좀(1회),환영합니다(1회)
035080,공매도(2회),개기형(2회),탈탈털자(2회),알바놈들만(1회),득실득실하네골로(1회),푸키(1회),자사주(1회),매입후(1회),상폐(1회),지능순(1회),비추누르니깐(1회),쪽팔리는건(1회),아나보군(1회),코스피(1회),만주쌓임(1회),주가를(1회),떨어뜨려(1회),이익을보고(1회),져까튼(1회),세상이여(1회)
453450,지금도(2회),그래도(2회),사람들(1회),망상(1회),이터(1회),그리드위즈가(1회),알고있음(1회),시총으로(1회),비교(1회),과하다(1회),재산들(1회),챙겨라(1회),갈려나(1회),왠일로(1회),선방했네(1회),가튼(1회),무증좀해라(1회),이게뭐냐(1회),폭염(1회),유튜브에서(1회)
204020,그리티(3회),상품(3회),강화(3회),기능성(3회),에이비온(3회),흔들어도(2회),핵심(2회),유통(2회),티챠(2회),소재를(2회),활용한(2회),강남점(2회),외형(2회),가능성(2회),엠코르셋일때도(2회),그렇고지금도(2회),분석(1회),워뜨(1회),블로그에(1회),뉴스그리티(1회)
114450,코로나(6회),무상증자(4회),그린생의(3회),명과학(3회),번네(2회),뉴스도(2회),가보자(2회),좀올라가보자(2회),터진다(2회),가자(2회),그린생명과학(2회),시디즈(2회),가능성(2회),정부도(2회),여기도(2회),신풍도(2회),생명과학(2회),가줘라나도(2회),팍스로비드(2회),기술적(2회)
083420,주가(4회),장마감(4회),야금야금(3회),거래일(3회),외인지분(2회),만주(2회),팔고(2회),매도(2회),찌라시(2회),개인들도(2회),지하는(2회),주식(2회),하락도(2회),사면됩니다(2회),한주도(2회),장마감전에(2회),팔지도(2회),사지도(2회),올라가지도(2회),물타기해도(2회)
186230,진짜(2회),공시라도(2회),대표가(2회),플러스(2회),불장에도(2회),그플아(1회),직원수는(1회),평균(1회),증가한거(1회),허접(1회),짜장면(1회),조작(1회),세력들이(1회),주가(1회),양치기(1회),이정도면(1회),뭔가(1회),아니냐(1회),뭐가(1회),수주(1회)
014530,크게(2회),줄고(2회),증여를(2회),주가(2회),아직도(2회),지금이라도(2회),회사도(2회),매일매일(1회),야금야금(1회),개인들(1회),물량(1회),털리네(1회),종목(1회),강력매수(1회),회사가(1회),어려운것(1회),매출(1회),이익(1회),주식은(1회),조심해야(1회)
900070,주주들도(2회),솔직히(1회),너희들(1회),의도가(1회),모니(1회),이가격(1회),꿈쩍않고(1회),있는이유가(1회),모냐(1회),매집은(1회),아닌거(1회),인내심(1회),칭찬(1회),할만하다(1회),의도(1회),,,,,
204620,못가는감(2회),올리브영(1회),기사(1회),대형주도아닌것이(1회),주포가(1회),보살이야(1회),https(1회),news(1회),naver(1회),com(1회),article(1회),ntype(1회),RANKING(1회),대형주도(1회),,,,,,
