ticker,corp_name,ROE,ROE_순위,ROE_하위(%),영업이익률,영업이익률_순위,영업이익률_하위(%)
243070,휴온스,8.538,667.0,26.2,6.73,719.0,28.71
084110,휴온스글로벌,7.161,815.0,32.02,11.92,354.0,14.11
145020,휴젤,17.666,203.0,7.95,44.56,15.0,0.56
024060,흥구석유,0.785,1537.0,60.42,-0.24,1686.0,67.37
010240,흥국,10.121,548.0,21.52,6.83,710.0,28.35
189980,흥국에프엔비,5.301,1047.0,41.15,10.47,425.0,16.95
000540,흥국화재,9.968,555.0,21.79,4.41,1013.0,40.46
003280,흥아해운,19.746,151.0,5.9,14.65,255.0,10.16
037440,희림,17.28,214.0,8.38,6.34,765.0,30.55
238490,힘스,3.894,1200.0,47.17,0.27,1638.0,65.45
031210,서울보증보험,4.12,1172.0,46.07,10.17,449.0,17.91
081180,쎄크,55.97,11.0,0.39,2.48,1311.0,52.38
088980,맥쿼리인프라,,,,,,
094800,맵스리얼티1,,,,,,
098070,한텍,26.22,79.0,3.07,10.76,412.0,16.43
125020,티씨머티리얼즈,12.5,389.0,15.26,3.6,1120.0,44.74
136150,원일티엔아이,24.45,102.0,3.97,15.12,248.0,9.88
152550,한국ANKOR유전,,,,,,
323230,엠에프엠코리아,,,,,,
364950,에이아이코리아,32.48,40.0,1.53,7.69,627.0,25.03
415640,KB발해인프라,,,,,,
424870,이뮨온시아,77.02,4.0,0.12,,,
448900,한국피아이엠,7.68,771.0,30.29,9.63,487.0,19.43
452450,피아이이,22.55,115.0,4.48,7.6,635.0,25.35
459510,나우로보틱스,-285.18,2533.0,99.61,-23.69,2203.0,88.04
462860,더즌,28.06,64.0,2.48,16.0,213.0,8.48
476040,오가노이드사이언스,36.26,35.0,1.34,-626.38,2490.0,99.52
484810,티엑스알로보틱스,14.93,291.0,11.41,9.21,508.0,20.27
489460,바이오비쥬,,,,31.14,43.0,1.68
