날짜,종가,Return
2025-02-06,4400,0.012499999999999956
2025-02-07,4360,0.00917431192660545
2025-02-10,4230,0.030732860520094496
2025-02-11,4210,0.004750593824228044
2025-02-12,4145,0.01568154402895061
2025-02-13,4145,0.0
2025-02-14,4085,0.014687882496940086
2025-02-17,3845,0.062418725617685356
2025-02-18,3860,-0.0038860103626943143
2025-02-19,3985,-0.031367628607277265
2025-02-20,4125,-0.033939393939393936
2025-02-21,4155,-0.0072202166064981865
2025-02-24,4160,-0.0012019230769231282
2025-02-25,4050,0.02716049382716057
2025-02-26,4030,0.00496277915632759
2025-02-27,4030,0.0
2025-02-28,4020,0.0024875621890547706
2025-03-04,3920,0.025510204081632626
2025-03-05,4055,-0.03329223181257701
2025-03-06,4025,0.007453416149068248
2025-03-07,4005,0.004993757802746579
2025-03-10,3945,0.015209125475285079
2025-03-11,3880,0.01675257731958757
2025-03-12,3880,0.0
2025-03-13,3885,-0.0012870012870013214
2025-03-14,3860,0.006476683937823857
2025-03-17,3735,0.03346720214190091
2025-03-18,3770,-0.009283819628647216
2025-03-19,3785,-0.003963011889035695
2025-03-20,3745,0.010680907877169465
2025-03-21,3750,-0.0013333333333332975
2025-03-24,3760,-0.0026595744680850686
2025-03-25,3680,0.021739130434782705
2025-03-26,3590,0.025069637883008422
2025-03-27,3500,0.0257142857142858
2025-03-28,3500,0.0
2025-03-31,3400,0.02941176470588225
2025-04-01,3165,0.07424960505529232
2025-04-02,4110,-0.22992700729927007
2025-04-03,5340,-0.2303370786516854
2025-04-04,6940,-0.2305475504322767
2025-04-07,9020,-0.23059866962305986
2025-04-08,11720,-0.2303754266211604
2025-04-09,15230,-0.2304661851608667
2025-04-10,15230,0.0
2025-04-11,19790,-0.23041940373926229
2025-04-14,25700,-0.22996108949416338
2025-04-15,25700,0.0
2025-04-16,33400,-0.2305389221556886
2025-04-17,43400,-0.2304147465437788
2025-04-18,38050,0.14060446780551916
2025-04-21,28500,0.33508771929824555
2025-04-22,32350,-0.1190108191653787
2025-04-23,30300,0.06765676567656764
2025-04-24,25700,0.17898832684824906
2025-04-25,25150,0.021868787276341894
2025-04-28,23750,0.05894736842105264
2025-04-29,23850,-0.004192872117400381
2025-04-30,31000,-0.23064516129032253
2025-05-02,26250,0.18095238095238098
2025-05-07,34100,-0.23020527859237538
2025-05-08,44300,-0.23024830699774268
2025-05-09,46750,-0.05240641711229943
2025-05-12,46750,0.0
2025-05-13,44700,0.045861297539149914
2025-05-14,41850,0.06810035842293916
2025-05-15,34000,0.23088235294117654
2025-05-16,34550,-0.01591895803183796
2025-05-19,27800,0.2428057553956835
2025-05-20,27550,0.00907441016333932
2025-05-21,27150,0.014732965009208066
2025-05-22,27450,-0.010928961748633892
2025-05-23,26650,0.030018761726078758
2025-05-26,22850,0.16630196936542663
2025-05-27,19950,0.14536340852130336
2025-05-28,19890,0.003016591251885359
2025-05-29,20400,-0.025000000000000022
2025-05-30,20550,-0.007299270072992692
2025-06-02,18490,0.11141157382368849
2025-06-04,13940,0.32639885222381637
2025-06-05,13150,0.06007604562737634
2025-06-09,12590,0.0444797458300239
2025-06-10,11910,0.057094878253568515
2025-06-11,12040,-0.010797342192691017
2025-06-12,15650,-0.23067092651757193
2025-06-13,16210,-0.034546576187538536
2025-06-16,16580,-0.02231604342581428
2025-06-17,15440,0.07383419689119175
2025-06-18,15520,-0.005154639175257714
2025-06-19,14640,0.060109289617486406
2025-06-20,13810,0.060101375814627156
2025-06-23,13250,0.042264150943396306
